g5HPgDToiSc	Is Private Credit the Next Subprime?	2679.0	NA	NA	videos
qLX0JfgCT08	TRADE THE FEAR, not the story!	1897.0	NA	NA	videos
wHKSWAC0peM	The Stagflation Playbook: What's Coming Next	2455.0	NA	NA	videos
Av4rw39Y6Do	How We’re Trading the Rotation Out of Equities	2504.0	NA	NA	videos
6-Ijvf3Vrk8	AI Needs Power and The Grid Can’t Keep Up	2696.0	NA	NA	videos
V3vG2OWdhE4	Iran War: Oil & Gas Sector Deep Dive | Live Trading Update	2658.0	NA	NA	videos
0B90oUEYIuw	AI Infrastructure Inversion: Semiconductor Deep Dive	2525.0	NA	NA	videos
5oQXtGef5cE	How to Buy the Dip When Everyone Panics | Stock Market Pullback Strategy 2026	3658.0	NA	NA	videos
NtJ9D31FwPg	AI Infrastructure Inversion: Wall Street Has the AI Trade Wrong	2911.0	NA	NA	videos
TXbzQsNBvvk	Catch the Falling Knives, Post Mag 7 Earnings	2377.0	NA	NA	videos
PWkT5mgMj3Y	3% Inflation + Tariffs Killed = ???	2073.0	NA	NA	videos
Oh0GBsOBjFw	I Automated a $300k Job for $2 with AI	2647.0	NA	NA	videos
ZS_hzRzJz9M	How to Find High-Probability Trend Following Setups	696.0	NA	NA	videos
Uvk_no85Yj4	How to Trade Credit Spreads After Earnings	1820.0	NA	NA	videos
CXpsm8JyciU	OptionsPlay Trade Ideas: February 09, 2026	1846.0	NA	NA	videos
uT_CZY7SdSE	How to Protect Your Investments at Zero Cost	2106.0	NA	NA	videos
r9rdtc5bSYo	OptionsPlay Trade Ideas: February 02, 2026	2012.0	NA	NA	videos
mb3n4wjKaDo	The #1 Strategy to Grow a Small Options Account in 2026	3114.0	NA	NA	videos
J8brHzEBwbo	OptionsPlay Trade Ideas: January 26, 2026	2446.0	NA	NA	videos
QVxuIfojkpg	How to Trade with the Trend: Complete Tutorial with Real Examples	3160.0	NA	NA	videos
UCBNeJsSNVw	This is What Profitable Traders Actually Do	2726.0	NA	NA	videos
p254LVJtF_M	Make Trade Adjustments Like a PRO!	2427.0	NA	NA	videos
Zd5SBkHm2Zc	The SECRET to Passive Income - Learn Credit Spreads Fast!	2197.0	NA	NA	videos
g9HFlTHY3yA	RETIRE with these Options Strategies!	2379.0	NA	NA	videos
RokhF9v62HE	I Built the ULTIMATE Algorithm to Trade Earnings!	1864.0	NA	NA	videos
yCAYvRwSscI	Battle of the Butterflies: 0DTE Showdown!	3493.0	NA	NA	videos
Azl-apHKEGU	Master Market Trend Reversals!	3942.0	NA	NA	videos
zAxXwa_puLw	Pricing Secrets: 0DTE Gamma	2634.0	NA	NA	videos
-XQsvGyoL00	Frequently Asked Questions About TRADING	5370.0	NA	NA	videos
JocW9I-NFTQ	The Only Strategy I’ve Trusted for 16+ Years!	2035.0	NA	NA	videos
xdrXTASIwAs	Get Maximum Weekly Income – Trade Adjustments!	3603.0	NA	NA	videos
g3bRdKQigPI	Trading FAQ - What You Need to Know NOW	3483.0	NA	NA	videos
t5fx2AYdty0	Outsmart 0DTE Credit Spreads - Use Better Plays!	4123.0	NA	NA	videos
La8vxQCgl6k	BEST Stocks for Max Weekly Income	3625.0	NA	NA	videos
MmkGHu3Z1QU	A Smarter Way to Trade in Uncertain Markets	4833.0	NA	NA	videos
UEs-9U1bJWw	Cooled Markets Spark an Electrical Trade Idea	1527.0	NA	NA	videos
N_HnKpwox1I	Buying vs. Selling 0DTE Options – What You MUST Know	3206.0	NA	NA	videos
8jyWznMZu3Y	The #1 Options Strategy You NEED!	4065.0	NA	NA	videos
rpPKcK8ABNQ	Your Trading Questions ANSWERED!	3329.0	NA	NA	videos
m2-bo0kxMu0	How to Manage Losing Credit Spread	3900.0	NA	NA	videos
3VVjDDJvu2s	I Built the Ultimate Algorithm to Trade Earnings!	2904.0	NA	NA	videos
BDkMi8tiTh0	How to Grow Your Trading Account	4164.0	NA	NA	videos
9ndDRDgM1To	Top 3 Income Strategies for Weekly Income - During Trade Wars	3957.0	NA	NA	videos
jnbLeyUl8us	ThinkOrSwim Tutorial: Protecting Positions	2575.0	NA	NA	videos
ASXeaaZe_kg	How to Find Explosive Earnings Stocks	4267.0	NA	NA	videos
CbJAUkACXts	Find the Perfect Entry Time	3747.0	NA	NA	videos
E5xtJ4L2Ql4	How to Trade 0DTE Options During a Trade War	3940.0	NA	NA	videos
r7TgHSjWR9Q	How to Profit from a Tariff Trade War	3554.0	NA	NA	videos
n5wPJvxCdFA	Make Passive Income with THIS Wheel Options Trading Strategy	4236.0	NA	NA	videos
e2y8LUTMOsI	How to Master Options for Volatile Markets with Tom Sosnoff (CHEAT SHEET)	3595.0	NA	NA	videos
6ji12Szq4c0	You’ll Fail With Options Trading Unless You Avoid THESE Landmines!	4767.0	NA	NA	videos
legYo-kspHw	Tariffs Are Here, What You Need To Know	3778.0	NA	NA	videos
0bbeuE-tXMg	Selling Put Options (How to Sell Put Options for Monthly Profit)	5062.0	NA	NA	videos
24Zd8z0mbtI	This Tool Will Change Your Options Trading Forever	4314.0	NA	NA	videos
8pCYJBIvt3Q	Grok 3 - Undisputed AI King for Traders	4194.0	NA	NA	videos
ejund9pIzXo	Trading Call Options 101:  ATM, ITM, or OTM  🤔	5155.0	NA	NA	videos
n1T3PUyS4uQ	How to Choose the BEST Stocks for Covered Calls Trading	4123.0	NA	NA	videos
zIInWEysOBw	Rolling an Options Trade Explained | Long Call & Put Spreads	4313.0	NA	NA	videos
aOT1yP10_To	Rolling Options to Avoid Losing Money - Trade Like a Pro	4199.0	NA	NA	videos
aC1B9VLJvOo	Best AI Trading Tools - This is CRAZY!	3652.0	NA	NA	videos
B__r-2HAoE8	Earnings Season Has Started!	3420.0	NA	NA	videos
9dUhEk9gcGw	How to Profit from a Market Crash l PROTECT your Portfolio 2025	3373.0	NA	NA	videos
bablegECtWE	Top 3 Options Strategies for Monthly Income	4048.0	NA	NA	videos
mLlDwuqv8vw	How To Trade Bitcoin Options: Step-by-Step Guide For 2025	2073.0	NA	NA	videos
QxLemjfNfEs	STOP Making these TOP 10 Options Trading Mistakes l YOU NEED TO KNOW!!	4310.0	NA	NA	videos
QBcDJ_h4NjU	Some of The BEST 0DTE Strategies for Profit with Tom Sosnoff	3176.0	NA	NA	videos
EMgNk50a-to	You'll NEVER Buy Stocks Again: Deep in the Money Calls (STRATEGY)	3453.0	NA	NA	videos
cei95oorHa0	Best Options Trading Tool REVEALED: OptionsPlay on StockCharts	2981.0	NA	NA	videos
zdJQ2-aBVOs	How Option Prices Work: Volatility and Probability Basics	4489.0	NA	NA	videos
GnMIZdMgG1o	Grow A Small Account: Options WEEKLY Income Strategy	3851.0	NA	NA	videos
KFmoZGi_SGE	How Option Pricing Works: A Complete Beginner's Guide	4624.0	NA	NA	videos
kwMxzA0_7dw	How to Fix a Losing Trade | Step by Step (2024)	4039.0	NA	NA	videos
7d9bg18fx3w	How I turned $1,000 risked into an $8,000 profit	3703.0	NA	NA	videos
7t2EROvIVSg	The #1 Backtested Strategy For 0 DTE Options	3630.0	NA	NA	videos
pQlGgcyrUoQ	The ONLY #1 Options Strategy You May Need with Tom Sosnoff	3604.0	NA	NA	videos
GTy0d3iLcE0	The OptionsPlay AI Assistant: Your Secret to Consistent Trading Success!	4542.0	NA	NA	videos
Eu7PxFcUWmc	Option Trading Strategy: Setup a Butterfly Spread l Step by Step	3436.0	NA	NA	videos
tdJ33MXstfw	Butterfly Options Trading Secrets FINALLY Revealed l Full Guide	4265.0	NA	NA	videos
6YKHmEwpQ64	PROFIT Like a Pro Daily Bullish and Bearish Ideas That Work	3825.0	NA	NA	videos
5ufZgjCC7m0	How to Build a Profitable Strategy with ChatGPT	3183.0	NA	NA	videos
8ViGSUlWhmk	How to Profit in a Bear Market l BEST Strategies	3749.0	NA	NA	videos
x2ZRbApa-Mc	Earn WEEKLY Income with Cash-Secured Puts: Step-by-Step Guide	3668.0	NA	NA	videos
dCzxCCulVJk	Unlock Trading Success with ChatGPT 4.0 AI: Ultimate Trading Tool	3776.0	NA	NA	videos
769_0jXUNw8	Unlock Huge Profits This Earnings Season l MUST-Know Options Strategies	3744.0	NA	NA	videos
ongdu7qgLnc	TOP Options Trading Strategies with Tom Sosnoff	3597.0	NA	NA	videos
ugIeBz73hNM	Poor Man's Covered Call Explained (ULTIMATE Guide)	2241.0	NA	NA	videos
UH2bEww1aNk	Master Debit Spreads & Butterfly Strategies for WINNING Trades	2388.0	NA	NA	videos
05IA_31UeJ0	How To Hedge your Portfolio like a PRO (Options Trading Strategy)	2132.0	NA	NA	videos
dNA1wr6Dcgc	Trading Q&A l Important Questions with Answers	3827.0	NA	NA	videos
pngpmgthld4	NEW ChatGPT-4o Changes Your Trading (100% PROFIT)	4006.0	NA	NA	videos
PsEOuWNGH2g	How to grow a small account trading options (step by step)	3089.0	NA	NA	videos
5c76GgwzrK8	The Guide to Trading Counter-Trend Setups	3288.0	NA	NA	videos
HsFwdxmis8Q	The Best Trend Following Trading System	3618.0	NA	NA	videos
xinVWkIaMbI	Let's discuss the credit spread side and the debit spread side! 💡	61.0	NA	NA	videos
L60rE1dbCQ4	The #1 Options Strategy in 2024: Maximize Yield with Covered Calls	3313.0	NA	NA	videos
IHPIwMB6E8I	How To Trade Earnings Reports: Advanced Options Strategies for RESULTS	3053.0	NA	NA	videos
z57EBlkZeZA	Become a profitable trader NOW l Step by step guide	9724.0	NA	NA	videos
fWglDvWLXLY	Options Trading for Beginners l 2024 ULTIMATE In-Depth Guide	3249.0	NA	NA	videos
_gVYasMdqtc	HOW TO TRADE 0DTE - MY TOP 3 STRATEGIES	3845.0	NA	NA	videos
e1Uu7lZikvI	0DTE Options Strategy EXPLAINED | Make 100% Daily	3661.0	NA	NA	videos
eeEW_XyQkW4	(EASY) How to Make Weekly Income Selling Options	3634.0	NA	NA	videos
EDWzJ2RzmIA	3 Top Options Trading Strategies for Monthly Income	3930.0	NA	NA	videos
FsOdi9gu-rM	Revealing the Secrets of Index Options: Hedging Strategy	2720.0	NA	NA	videos
JICXKYnOVjY	Iron Butterfly Option Strategy Explained | Option Strategies	3132.0	NA	NA	videos
5TRN9mJNbnQ	Long Call and Put Butterfly Option Strategy l 2024 Best Tips	3423.0	NA	NA	videos
729I_NCMEH4	BEFORE Trading Options Learn The GREEKS |  (Delta, Gamma, Theta, Vega, Rho)	3107.0	NA	NA	videos
yhECcDujOls	The ONLY Trading Plan You will EVER need	3272.0	NA	NA	videos
jBu1Oxv19Rc	Risk Management & Position Sizing Strategy for Trading: Maximize Profits FAST	3882.0	NA	NA	videos
iYE9gKsOs-c	Why You Suck at Trading.	3647.0	NA	NA	videos
GwnedmkaA4Q	Trading Butterfly Spreads (Guide w/ Examples)	3454.0	NA	NA	videos
nw-Woiz1OpQ	Options Trading for Beginners: Calls & Puts (with DETAILED EXAMPLES)	3304.0	NA	NA	videos
4_U7TMOsxyI	Options Trading Crash Course	3545.0	NA	NA	videos
03gK2JTqEZE	Growing Your Trading Account Using Options	3032.0	NA	NA	videos
tNjM98YLw9Q	How to Multiply your Dividends l One Strategy You Need to Know	4359.0	NA	NA	videos
0c_9yfY-AeM	You Need to Know these Options Trading Strategies...	3815.0	NA	NA	videos
o8DGIfUnkkM	Safest Options Strategy Revealed l Collar Strategy for Beginners	3346.0	NA	NA	videos
IW_W4LTr1kE	Beginners Guide to Covered Calls | Passive Income Hack with Options	2678.0	NA	NA	videos
KrMXAZJk9n0	Introduction to Technical Analysis	3304.0	NA	NA	videos
kfEUQOgcce4	Generate Income using Options in Your Fidelity Account	3291.0	NA	NA	videos
xZxOrbCHaYU	How I use Position Sizing and Risk Management to Always Stay Profitable	1858.0	NA	NA	videos
hBinEV8OQt0	When Trading Finally Made Sense (Mindset, Psychology & Motivation)	1453.0	NA	NA	videos
v60m6zPT-Ns	How to Trade Vertical Spreads: Ultimate Steady Guide To Trading Growth 📈	416.0	NA	NA	videos
_cAP7wvW67E	ChatGPT AI Built Profitable Trading Indicator - Remove Emotional Bias from Trading	1946.0	NA	NA	videos
G9sd0pCN92w	Jobs Report Shatters Expectations! | Economic Update	456.0	NA	NA	videos
MDVFZdUd29U	Trading with ChatGPT l AI Strategies to Profit 🤖	4389.0	NA	NA	videos
BkG2Hg_sClM	How to Manage a Wheel Strategy Portfolio? 📈 (BEST PRACTICES)	1009.0	NA	NA	videos
L8oY4pyDoQI	Options Greeks Explained 🤯 | Beginner's Guide 𝚯	1580.0	NA	NA	videos
JNWgoKfP760	Growing your Options Account in a Volatile Market	4284.0	NA	NA	videos
PVsoUEMAfjc	Market Playbook: Earnings and Iron Condors	3238.0	NA	NA	videos
5IvhBIQVujs	Generating Income with Index Options using Iron Condors	467.0	NA	NA	videos
WrvxhihInyM	How to Trade Bear Markets l Beginner's Guide + Tips  🐻	3755.0	NA	NA	videos
7leAn7HDdWc	Trading Tips for a Volatile Market	3967.0	NA	NA	videos
LbBSkOCrnWI	Options Strategies for Bear Markets!	3618.0	NA	NA	videos
Zo32JbIsZ2o	Top Secrets of Successful Traders!	3349.0	NA	NA	videos
kXovv8QQOmo	How to Trade Using Technical Analysis!	4368.0	NA	NA	videos
fRD6Cuk26ok	How to Profit from Trading!	2918.0	NA	NA	videos
2_MaQKyvX4g	How to Trade the Markets with the Nasdaq-100 Index!	3983.0	NA	NA	videos
yvqwadI4_YM	Options Education:  Best Practices	3494.0	NA	NA	videos
Zx-21NL01ec	Strategy Mastery | Credit Spreads 📈	3979.0	NA	NA	videos
YkyWfWmT4_g	Strategy Mastery | Debit Spreads 📈	4956.0	NA	NA	videos
-pohtvz_Ako	Optimal Strategies for Options on Futures 📈	4041.0	NA	NA	videos
2hr5g5J00i4	Finding Ideas and Trading Options in Today's Markets! 📈	3816.0	NA	NA	videos
jRyQIPnAayA	Introduction to Trading Options on Futures	622.0	NA	NA	videos
LiUTsjiyLtM	Poor Man's Covered Call Explained! 📈	2913.0	NA	NA	videos
3un9pEYJtpE	Introduction to Trading Options on Futures!	3544.0	NA	NA	videos
6dFfvNJ6GX4	The Ultimate Guide to Options Strategies! 📈	4109.0	NA	NA	videos
9Tpff3lSoys	Options Education 📈 | Exercise and Assignment	4095.0	NA	NA	videos
dY2Gn4J-G4c	Everything You Need to Master Options Greeks! 📈 Δ 𝚯 Ɣ	5096.0	NA	NA	videos
kYALuoUXC5o	How to Trade the Wheel Strategy in 2022 l BEST Tips to Make Money - Options Trading	4908.0	NA	NA	videos
uz9H2TIQCiw	Maximizing OptionsPlay DailyPlay - Placing a Trade	3096.0	NA	NA	videos
Rr32q3acLek	Options Trading for Beginners  l Calls and Puts EXPLAINED 📈	3924.0	NA	NA	videos
CzQiFuQ03Z8	How to Get Started with Options | Understand Options Pricing	3320.0	NA	NA	videos
-GgYEpSOX8o	Unveiling the New OptionsPlay Experience!	3883.0	NA	NA	videos
Q8H2fNd4YdM	How to Trade Futures using Technical Analysis	4195.0	NA	NA	videos
8bNAKe_wT-M	How to time the markets with PERFECT Precision - Learn The Timing Secrets With DeMark Studies	4541.0	NA	NA	videos
gUOWa-i4R70	How to Trade Credit Spreads for An EDGE! MUST KNOW Credit Spread Trading Secrets	3738.0	NA	NA	videos
T6_jcrUvHeM	How to Protect Your Portfolio using Options / Learn How Options Can be The Secret To SUCCESS 📈	3381.0	NA	NA	videos
C-rrNirdXl4	⚠️ How to Start Trading Futures l BEST Trading Tips For Beginners!	3389.0	NA	NA	videos
Bvg_oCYd15I	How to Trade Futures for Beginners l Futures Trading Explained  📊	763.0	NA	NA	videos
_7ylrhpkmN8	How to Trade Complex Options with ThinkOrSwim l Generate Passive Income 💸	4141.0	NA	NA	videos
lDURqmyenkg	How I Research the Best Earnings Trades this Season	3515.0	NA	NA	videos
IZjXhgvDKMw	How to Protect Your Positions with Collar Spreads	1790.0	NA	NA	videos
fOlgsQILL4Y	What’s Ahead for Global Markets in 2022? I Preview 📅	2883.0	NA	NA	videos
U0ZHFaZi6DQ	How to Earn BIG in a Choppy and Sideways Market 📈	3346.0	NA	NA	videos
OT-lCh3PdTw	How to Master Futures 📊 I Small Futures with Tom Sosnoff	3330.0	NA	NA	videos
S6pvpicEdKg	The #1 Most Underutilized Options Income Strategy ☝️	3471.0	NA	NA	videos
mQzdJqGffOs	TOP TRADING TIPS I How to Trade Time Spreads	3347.0	NA	NA	videos
Xv76R0T4gMY	How to Find Short Squeeze MEME STOCKS 😎	3439.0	NA	NA	videos
EFYOdlHN0M8	Still Gain an Edge in a Volatile Market!	4018.0	NA	NA	videos
ya3G_fXKwgc	THE RED KNOCKOUT I The Charting Strategy You Need to Use	3152.0	NA	NA	videos
qp88RTTX6_U	THE GREEKS EXPLAINED I Options Top Tips	5136.0	NA	NA	videos
3olLf6vUZpg	Trading Earnings with Options (My BEST Strategies and Examples)	3591.0	NA	NA	videos
lndaXxubo7o	Former Options Market Maker Shares Trading Tips & Tricks!	3891.0	NA	NA	videos
psyZGHpNlDE	How Payment for Order Flow Affects Your Trades l Markets Uncovered	3488.0	NA	NA	videos
8QiqC900Vk0	How to Master the #1 Options Income Strategy	3481.0	NA	NA	videos
vyjKNbJ6c4A	Top Options Trading Strategies to Try NOW	3736.0	NA	NA	videos
LcfrzaXH3SU	Technical Trading Trends Revealed I (The Ultimate Guide)	3424.0	NA	NA	videos
Ct42yUtEu24	How to Prevent Account Blowups - RISK MANAGEMENT	3839.0	NA	NA	videos
r4ke3iY9Gns	Understanding Debit vs Credit Spreads l Options Trading - Which is better?	3706.0	NA	NA	videos
2lEjAahTDl8	Buying vs. Selling Options - Options Trading for Beginners	4256.0	NA	NA	videos
fYhZsu_36xg	📊 How to Trade Options with OptionsPlay l Top Performing Platform and Analytics	3424.0	NA	NA	videos
KHVQjrq8lgw	The BEST Advanced Options Strategies with Tom Sosnoff	3600.0	NA	NA	videos
d7iqTz7m9es	Index Options Strategies Backtested...Here's What We Found!	423.0	NA	NA	videos
1ECsweliWkc	How to Trade Index Options I Options Traders MUST Watch - NASDAQ VS. S&P	3089.0	NA	NA	videos
NACULP4KTM8	Low Risk With High Reward I How to Leverage With LOW Risk Using Options!	2955.0	NA	NA	videos
3BGWkWS5QOA	What You NEED to Know to Prevent Account BLOWUPS!	738.0	NA	NA	videos
8zpy5cD_cq8	Hedging Positions l Powerful Options Strategies	476.0	NA	NA	videos
0kUECBlGqXw	Buying vs. Selling Options l BEST Options Strategies for Beginners	488.0	NA	NA	videos
knvgGuEAuzQ	How to Hedge a Portfolio Using Options	3798.0	NA	NA	videos
fsqVCWhCXWQ	How to Research and Trade Earnings Season l Options Trading	3467.0	NA	NA	videos
ojMjSSvDZxU	Understanding Liquidity and How Market Makers Trade	4079.0	NA	NA	videos
ZB5TfvzCl9E	Trading Oil Futures with Michael Khouw	3989.0	NA	NA	videos
8RhyEzlvoHs	Gain Consistency in Options Trading	3475.0	NA	NA	videos
dH9CPv1I6IQ	Top 3 Strategies for Index Options l Options Traders MUST Watch	499.0	NA	NA	videos
HSboAcdkaB8	How to Grow a Small Options Account l Options Trading Secrets 📈	5143.0	NA	NA	videos
GaSmSiZHYIw	Grow a Small Options Account Consistently and Confidently l Options Trading	643.0	NA	NA	videos
gF_A8JbI6Jo	Index Options Trading Strategies l Options traders MUST Watch	4440.0	NA	NA	videos
fuBPPPuXTnE	Invest for the Future with Short Puts l Options Trading	4257.0	NA	NA	videos
NQjn5srlMp4	How to trade Covered Calls l Generate Income FAST l Options Trading	4634.0	NA	NA	videos
83mHyqPjjR4	Introduction to Trading Index Options l Options Traders MUST Watch	4870.0	NA	NA	videos
0j-V1UyT2BE	Investing in Agriculture and Food l Thematic Investing l Stocks to Watch 👀	3645.0	NA	NA	videos
ylOC0-Hy5wQ	How to Trade Calendar & Diagonal Spreads l Best TIPS l Options Trading	4616.0	NA	NA	videos
nqHdYPBzZZE	Advancing to Buying Debit Vertical Spreads l Options Trading 101	4006.0	NA	NA	videos
eesnjHB8lMU	Learn How to Buy Calls and Puts l Options Traders MUST know	4702.0	NA	NA	videos
79youpkDEC8	Trading Small Futures Explained l How to Trade Futures Tips with Pete Mulmat	4462.0	NA	NA	videos
p477UMpfVxI	Lose MORE than your Max Loss on a Credit Spread & How to Avoid it l 3 Best Tips!	440.0	NA	NA	videos
BPVGBJhYjX0	How to Trade Credit Spreads l Best Strategy & Tips l Options Traders Must Watch!	5177.0	NA	NA	videos
DflH0AUVETQ	Tom Sosnoff l Introduction to Small Futures l Trading Futures	4119.0	NA	NA	videos
KegM21kSFiY	Options Paper Trading with OptionsPlay and ThinkOrSwim	4579.0	NA	NA	videos
bNqSbf3dLAQ	How To Place an OCO (Trade Without Being Glued to your Computer!) l ThinkorSwim	361.0	NA	NA	videos
t_mHrYfv59U	2021 Market Outlook l Options Trading	4112.0	NA	NA	videos
httC1CuW3yM	Trading Psychology 🧠 (How to Think Like a Pro)  l Options Trading	4766.0	NA	NA	videos
Za_HZqDTw7g	Buying Vs. Selling Options l Options Traders MUST Know	4590.0	NA	NA	videos
UAgQUt44Pzc	How to Hedge your Portfolio Against a Market Correction l Trading Options	4612.0	NA	NA	videos
NrIvJ0F4i6M	How to Sell Straddles and Strangles l Options Trading	5619.0	NA	NA	videos
3rfTCqrP-ZI	When will GameStop $GME and BlackBerry $BB Come Crashing Down?	784.0	NA	NA	videos
SHMxtOGSIJg	How to Research & Trade Earnings using Options (Step by Step)	5728.0	NA	NA	videos
kM9OI_vk5j0	Renewable Energy Stocks l 2021 📈  HIGH Growth	427.0	NA	NA	videos
E9J7nNpR_rM	Trading Calendar and Diagonal Spreads l Options Trading	5379.0	NA	NA	videos
x9-W5gZj5gI	Tom Sosnoff l Options Trading Strategies You MUST Know	5084.0	NA	NA	videos
dPwEl8d6LrI	Understanding Debit vs Credit Spreads l Options Trading	5026.0	NA	NA	videos
3W_-aGxuhQ4	Longer term investing with LEAPs	5122.0	NA	NA	videos
fk4A_hwj648	Enhance Your Equity Positions using Options	5626.0	NA	NA	videos
N6qCy2rRELI	OptionsPlay Tools & Services	5897.0	NA	NA	videos
F8Vka_0HiZE	The Most Important Rule of Trading - Risk Management	538.0	NA	NA	videos
VFZxl7rfDIw	Market Analysis With Tom Sosnoff	4525.0	NA	NA	videos
bk9Co7V6AI4	Finding the Optimal Credit Spreads - Oct 8th, 2020	4369.0	NA	NA	videos
k_kbWpHpwi0	The Optimal Options Strategy Guide with Tony Zhang & Tom Sosnoff	5370.0	NA	NA	videos
rONA4ofLR2o	Tune in to this week’s episode of #InTheMoney with @Fidelity	NA	NA	NA	streams
HQY0ttLtTqQ	Building Your Playbook and Weekly Watchlist	NA	NA	NA	streams
o2X_HJl9VfA	Market Outlook l Yields Pressure Equities Lower l May 11th, 2021 LIVE	3584.0	NA	NA	streams
jkAKzlw3DZE	Unleashing the Power of AI: Advanced Stock Market Research Made Easy! 🤖	2696.0	NA	NA	streams
