symbol,expiry,strike,delta_eod,time,bid,ask
CIEN,20260605,547.5,0.65,13:00,42.0,42.0
CIEN,20260605,547.5,0.65,13:01,42.0,42.0
CIEN,20260605,547.5,0.65,13:02,42.0,42.5
CIEN,20260605,547.5,0.65,13:03,43.0,43.0
CIEN,20260605,547.5,0.65,13:04,43.0,43.0
CIEN,20260605,547.5,0.65,13:05,43.0,43.0
CIEN,20260605,547.5,0.65,13:06,43.0,43.0
CIEN,20260605,547.5,0.65,13:07,43.0,43.0
CIEN,20260605,547.5,0.65,13:08,43.0,43.0
CIEN,20260605,547.5,0.65,13:09,43.0,43.6
CIEN,20260605,547.5,0.65,13:10,44.0,44.0
CIEN,20260605,547.5,0.65,13:11,44.0,44.0
CIEN,20260605,547.5,0.65,13:12,44.0,44.0
CIEN,20260605,547.5,0.65,13:13,44.0,44.0
CIEN,20260605,547.5,0.65,13:14,44.0,44.0
CIEN,20260605,547.5,0.65,13:15,44.0,44.0
CIEN,20260605,547.5,0.65,13:16,44.0,44.75
CIEN,20260605,547.5,0.65,13:17,45.0,45.0
CIEN,20260605,547.5,0.65,13:18,45.0,45.0
CIEN,20260605,547.5,0.65,13:19,45.0,45.0
CIEN,20260605,547.5,0.65,13:20,45.0,45.0
CIEN,20260605,547.5,0.65,13:21,45.0,45.0
CIEN,20260605,547.5,0.65,13:22,45.0,45.0
CIEN,20260605,547.5,0.65,13:23,45.0,45.0
CIEN,20260605,547.5,0.65,13:24,45.0,45.0
CIEN,20260605,547.5,0.65,13:25,45.0,45.0
CIEN,20260605,547.5,0.65,13:26,45.0,45.0
CIEN,20260605,547.5,0.65,13:27,45.0,45.0
CIEN,20260605,547.5,0.65,13:28,45.0,45.0
CIEN,20260605,547.5,0.65,13:29,45.0,45.0
CIEN,20260605,547.5,0.65,13:30,45.0,45.0
CIEN,20260605,547.5,0.65,13:31,45.0,45.0
CIEN,20260605,547.5,0.65,13:32,45.0,45.0
CIEN,20260605,547.5,0.65,13:33,45.0,45.0
CIEN,20260605,547.5,0.65,13:34,45.0,45.0
CIEN,20260605,547.5,0.65,13:35,45.0,45.0
CIEN,20260605,547.5,0.65,13:36,45.0,45.0
CIEN,20260605,547.5,0.65,13:37,45.0,45.0
CIEN,20260605,547.5,0.65,13:38,45.0,45.0
CIEN,20260605,547.5,0.65,13:39,45.0,45.0
CIEN,20260605,547.5,0.65,13:40,45.0,45.0
CIEN,20260605,547.5,0.65,13:41,45.0,45.0
CIEN,20260605,547.5,0.65,13:42,45.0,45.75
CIEN,20260605,547.5,0.65,13:43,46.0,46.0
CIEN,20260605,547.5,0.65,13:44,46.0,46.0
CIEN,20260605,547.5,0.65,13:45,46.0,46.0
CIEN,20260605,547.5,0.65,13:46,46.0,46.0
CIEN,20260605,547.5,0.65,13:47,46.0,46.0
CIEN,20260605,547.5,0.65,13:48,46.0,46.0
CIEN,20260605,547.5,0.65,13:49,46.0,46.0
CIEN,20260605,547.5,0.65,13:50,46.0,46.0
CIEN,20260605,547.5,0.65,13:51,46.0,46.0
CIEN,20260605,547.5,0.65,13:52,46.0,46.0
CIEN,20260605,547.5,0.65,13:53,46.0,46.0
CIEN,20260605,547.5,0.65,13:54,46.0,46.0
CIEN,20260605,547.5,0.65,13:55,46.0,46.0
CIEN,20260605,547.5,0.65,13:56,46.0,46.0
CIEN,20260605,547.5,0.65,13:57,46.0,46.0
CIEN,20260605,547.5,0.65,13:58,46.0,46.0
CIEN,20260605,547.5,0.65,13:59,45.0,45.55
CIEN,20260605,547.5,0.65,14:00,45.0,45.0
CIEN,20260605,547.5,0.65,14:01,45.0,45.0
CIEN,20260605,547.5,0.65,14:02,45.0,45.0
CIEN,20260605,547.5,0.65,14:03,45.0,45.0
CIEN,20260605,547.5,0.65,14:04,45.0,45.0
CIEN,20260605,547.5,0.65,14:05,45.0,45.0
CIEN,20260605,547.5,0.65,14:06,45.0,45.0
CIEN,20260605,547.5,0.65,14:07,45.0,45.0
CIEN,20260605,547.5,0.65,14:08,45.0,45.0
CIEN,20260605,547.5,0.65,14:09,45.0,45.0
CIEN,20260605,547.5,0.65,14:10,45.0,45.0
CIEN,20260605,547.5,0.65,14:11,45.0,45.0
CIEN,20260605,547.5,0.65,14:12,45.0,45.0
CIEN,20260605,547.5,0.65,14:13,45.0,45.0
CIEN,20260605,547.5,0.65,14:14,45.0,45.0
CIEN,20260605,547.5,0.65,14:15,45.0,45.0
CIEN,20260605,547.5,0.65,14:16,45.0,45.0
CIEN,20260605,547.5,0.65,14:17,45.0,45.0
CIEN,20260605,547.5,0.65,14:18,45.0,45.0
CIEN,20260605,547.5,0.65,14:19,45.0,45.0
CIEN,20260605,547.5,0.65,14:20,45.0,45.0
CIEN,20260605,547.5,0.65,14:21,45.0,45.0
CIEN,20260605,547.5,0.65,14:22,45.0,45.0
CIEN,20260605,547.5,0.65,14:23,45.0,45.0
CIEN,20260605,547.5,0.65,14:24,45.0,45.0
CIEN,20260605,547.5,0.65,14:25,45.0,45.0
CIEN,20260605,547.5,0.65,14:26,45.0,45.0
CIEN,20260605,547.5,0.65,14:27,45.0,45.0
CIEN,20260605,547.5,0.65,14:28,45.0,45.0
CIEN,20260605,547.5,0.65,14:29,45.0,45.0
CIEN,20260605,547.5,0.65,14:30,45.0,45.0
CIEN,20260605,547.5,0.65,14:31,45.0,45.0
CIEN,20260605,547.5,0.65,14:32,45.0,45.0
CIEN,20260605,547.5,0.65,14:33,45.0,45.0
CIEN,20260605,547.5,0.65,14:34,45.0,45.0
CIEN,20260605,547.5,0.65,14:35,45.0,45.2
CIEN,20260605,547.5,0.65,14:36,46.0,46.0
CIEN,20260605,547.5,0.65,14:37,46.0,46.0
CIEN,20260605,547.5,0.65,14:38,46.0,46.0
CIEN,20260605,547.5,0.65,14:39,46.0,46.0
CIEN,20260605,547.5,0.65,14:40,46.0,46.0
CIEN,20260605,547.5,0.65,14:41,46.0,46.0
CIEN,20260605,547.5,0.65,14:42,46.0,46.0
CIEN,20260605,547.5,0.65,14:43,46.0,46.0
CIEN,20260605,547.5,0.65,14:44,46.0,46.0
CIEN,20260605,547.5,0.65,14:45,46.0,46.0
CIEN,20260605,547.5,0.65,14:46,46.0,46.0
CIEN,20260605,547.5,0.65,14:47,46.0,46.0
CIEN,20260605,547.5,0.65,14:48,46.0,46.0
CIEN,20260605,547.5,0.65,14:49,46.0,46.0
CIEN,20260605,547.5,0.65,14:50,46.0,46.0
CIEN,20260605,547.5,0.65,14:51,46.0,46.0
CIEN,20260605,547.5,0.65,14:52,46.0,46.0
CIEN,20260605,547.5,0.65,14:53,46.0,46.0
CIEN,20260605,547.5,0.65,14:54,46.0,46.0
CIEN,20260605,547.5,0.65,14:55,46.0,46.0
CIEN,20260605,547.5,0.65,14:56,46.0,46.0
CIEN,20260605,547.5,0.65,14:57,46.0,46.0
CIEN,20260605,547.5,0.65,14:58,46.0,46.0
CIEN,20260605,547.5,0.65,14:59,46.0,46.0
CIEN,20260605,547.5,0.65,15:00,46.0,46.0
CIEN,20260605,547.5,0.65,15:01,46.0,46.0
CIEN,20260605,547.5,0.65,15:02,46.0,46.0
CIEN,20260605,547.5,0.65,15:03,46.0,46.0
CIEN,20260605,547.5,0.65,15:04,46.0,46.0
CIEN,20260605,547.5,0.65,15:05,46.0,46.0
CIEN,20260605,547.5,0.65,15:06,46.0,46.0
CIEN,20260605,547.5,0.65,15:07,46.0,46.0
CIEN,20260605,547.5,0.65,15:08,46.0,46.0
CIEN,20260605,547.5,0.65,15:09,46.0,46.0
CIEN,20260605,547.5,0.65,15:10,46.0,46.0
CIEN,20260605,547.5,0.65,15:11,46.0,46.0
CIEN,20260605,547.5,0.65,15:12,46.0,46.0
CIEN,20260605,547.5,0.65,15:13,46.0,46.0
CIEN,20260605,547.5,0.65,15:14,46.0,46.0
CIEN,20260605,547.5,0.65,15:15,46.0,46.0
CIEN,20260605,547.5,0.65,15:16,46.0,46.0
CIEN,20260605,547.5,0.65,15:17,46.0,46.0
CIEN,20260605,547.5,0.65,15:18,46.0,46.0
CIEN,20260605,547.5,0.65,15:19,46.0,46.0
CIEN,20260605,547.5,0.65,15:20,46.0,46.0
CIEN,20260605,547.5,0.65,15:21,46.0,46.7
CIEN,20260605,547.5,0.65,15:22,47.0,47.0
CIEN,20260605,547.5,0.65,15:23,47.0,47.9
CIEN,20260605,547.5,0.65,15:24,48.0,48.0
CIEN,20260605,547.5,0.65,15:25,48.0,48.0
CIEN,20260605,547.5,0.65,15:26,48.0,48.0
CIEN,20260605,547.5,0.65,15:27,48.0,48.75
CIEN,20260605,547.5,0.65,15:28,49.0,49.0
CIEN,20260605,547.5,0.65,15:29,49.0,49.0
CIEN,20260605,547.5,0.65,15:30,49.0,49.75
CIEN,20260605,547.5,0.65,15:31,50.0,50.0
CIEN,20260605,547.5,0.65,15:32,50.0,50.55
CIEN,20260605,547.5,0.65,15:33,51.0,51.0
CIEN,20260605,547.5,0.65,15:34,51.0,51.0
CIEN,20260605,547.5,0.65,15:35,51.0,51.25
CIEN,20260605,547.5,0.65,15:36,52.0,52.0
CIEN,20260605,547.5,0.65,15:37,52.0,52.0
CIEN,20260605,547.5,0.65,15:38,52.0,52.4
CIEN,20260605,547.5,0.65,15:39,53.0,53.0
CIEN,20260605,547.5,0.65,15:40,53.0,53.0
CIEN,20260605,547.5,0.65,15:41,53.0,53.0
CIEN,20260605,547.5,0.65,15:42,53.0,53.0
CIEN,20260605,547.5,0.65,15:43,53.0,53.0
CIEN,20260605,547.5,0.65,15:44,53.0,53.95
CIEN,20260605,547.5,0.65,15:45,54.0,54.0
CIEN,20260605,547.5,0.65,15:46,54.0,54.0
CIEN,20260605,547.5,0.65,15:47,54.0,54.0
CIEN,20260605,547.5,0.65,15:48,54.0,54.0
CIEN,20260605,547.5,0.65,15:49,54.0,54.15
CIEN,20260605,547.5,0.65,15:50,55.0,57.35
CIEN,20260605,547.5,0.65,15:51,58.0,58.85
CIEN,20260605,547.5,0.65,15:52,59.0,59.0
CIEN,20260605,547.5,0.65,15:53,59.0,59.05
CIEN,20260605,547.5,0.65,15:54,59.8,60.0
CIEN,20260605,547.5,0.65,15:55,59.8,60.9
CIEN,20260605,547.5,0.65,15:56,61.0,61.0
CIEN,20260605,547.5,0.65,15:57,61.0,61.0
CIEN,20260605,547.5,0.65,15:58,61.0,61.0
CIEN,20260605,547.5,0.65,15:59,61.0,61.55
CIEN,20260605,575.0,0.56,13:00,30.0,30.0
CIEN,20260605,575.0,0.56,13:01,30.0,30.0
CIEN,20260605,575.0,0.56,13:02,30.0,30.5
CIEN,20260605,575.0,0.56,13:03,31.0,31.0
CIEN,20260605,575.0,0.56,13:04,31.0,31.25
CIEN,20260605,575.0,0.56,13:05,31.3,31.3
CIEN,20260605,575.0,0.56,13:06,31.3,31.3
CIEN,20260605,575.0,0.56,13:07,31.3,31.3
CIEN,20260605,575.0,0.56,13:08,31.3,31.3
CIEN,20260605,575.0,0.56,13:09,31.3,31.6
CIEN,20260605,575.0,0.56,13:10,32.0,32.0
CIEN,20260605,575.0,0.56,13:11,32.0,32.0
CIEN,20260605,575.0,0.56,13:12,32.0,32.0
CIEN,20260605,575.0,0.56,13:13,32.0,32.0
CIEN,20260605,575.0,0.56,13:14,32.0,32.0
CIEN,20260605,575.0,0.56,13:15,32.0,32.0
CIEN,20260605,575.0,0.56,13:16,32.0,32.0
CIEN,20260605,575.0,0.56,13:17,32.0,32.0
CIEN,20260605,575.0,0.56,13:18,32.0,32.15
CIEN,20260605,575.0,0.56,13:19,32.4,32.4
CIEN,20260605,575.0,0.56,13:20,32.4,32.4
CIEN,20260605,575.0,0.56,13:21,32.4,32.5
CIEN,20260605,575.0,0.56,13:22,32.5,32.5
CIEN,20260605,575.0,0.56,13:23,32.5,32.5
CIEN,20260605,575.0,0.56,13:24,32.5,32.5
CIEN,20260605,575.0,0.56,13:25,32.5,32.5
CIEN,20260605,575.0,0.56,13:26,32.5,32.5
CIEN,20260605,575.0,0.56,13:27,32.5,32.5
CIEN,20260605,575.0,0.56,13:28,32.5,32.5
CIEN,20260605,575.0,0.56,13:29,33.0,33.0
CIEN,20260605,575.0,0.56,13:30,33.0,33.0
CIEN,20260605,575.0,0.56,13:31,33.0,33.0
CIEN,20260605,575.0,0.56,13:32,33.0,33.0
CIEN,20260605,575.0,0.56,13:33,33.0,33.0
CIEN,20260605,575.0,0.56,13:34,33.0,33.0
CIEN,20260605,575.0,0.56,13:35,33.0,33.0
CIEN,20260605,575.0,0.56,13:36,33.0,33.0
CIEN,20260605,575.0,0.56,13:37,33.0,33.0
CIEN,20260605,575.0,0.56,13:38,33.0,33.0
CIEN,20260605,575.0,0.56,13:39,33.0,33.0
CIEN,20260605,575.0,0.56,13:40,33.0,33.0
CIEN,20260605,575.0,0.56,13:41,33.0,33.0
CIEN,20260605,575.0,0.56,13:42,33.0,33.0
CIEN,20260605,575.0,0.56,13:43,33.0,33.0
CIEN,20260605,575.0,0.56,13:44,33.0,33.0
CIEN,20260605,575.0,0.56,13:45,33.0,33.0
CIEN,20260605,575.0,0.56,13:46,33.0,33.0
CIEN,20260605,575.0,0.56,13:47,33.0,33.0
CIEN,20260605,575.0,0.56,13:48,33.0,33.0
CIEN,20260605,575.0,0.56,13:49,33.0,33.0
CIEN,20260605,575.0,0.56,13:50,33.0,33.0
CIEN,20260605,575.0,0.56,13:51,33.0,33.0
CIEN,20260605,575.0,0.56,13:52,33.0,33.0
CIEN,20260605,575.0,0.56,13:53,33.0,33.0
CIEN,20260605,575.0,0.56,13:54,33.0,33.0
CIEN,20260605,575.0,0.56,13:55,33.0,33.0
CIEN,20260605,575.0,0.56,13:56,33.0,33.0
CIEN,20260605,575.0,0.56,13:57,33.0,33.0
CIEN,20260605,575.0,0.56,13:58,33.0,33.0
CIEN,20260605,575.0,0.56,13:59,32.8,32.9
CIEN,20260605,575.0,0.56,14:00,32.8,32.8
CIEN,20260605,575.0,0.56,14:01,32.8,32.8
CIEN,20260605,575.0,0.56,14:02,32.8,32.8
CIEN,20260605,575.0,0.56,14:03,32.8,32.8
CIEN,20260605,575.0,0.56,14:04,32.8,32.8
CIEN,20260605,575.0,0.56,14:05,32.8,32.8
CIEN,20260605,575.0,0.56,14:06,32.8,32.8
CIEN,20260605,575.0,0.56,14:07,32.8,32.8
CIEN,20260605,575.0,0.56,14:08,32.8,32.8
CIEN,20260605,575.0,0.56,14:09,32.8,32.8
CIEN,20260605,575.0,0.56,14:10,32.8,32.85
CIEN,20260605,575.0,0.56,14:11,33.0,33.0
CIEN,20260605,575.0,0.56,14:12,33.0,33.0
CIEN,20260605,575.0,0.56,14:13,33.0,33.0
CIEN,20260605,575.0,0.56,14:14,33.0,33.0
CIEN,20260605,575.0,0.56,14:15,33.0,33.0
CIEN,20260605,575.0,0.56,14:16,33.0,33.0
CIEN,20260605,575.0,0.56,14:17,33.0,33.0
CIEN,20260605,575.0,0.56,14:18,33.0,33.0
CIEN,20260605,575.0,0.56,14:19,33.0,33.0
CIEN,20260605,575.0,0.56,14:20,33.0,33.0
CIEN,20260605,575.0,0.56,14:21,33.0,33.0
CIEN,20260605,575.0,0.56,14:22,33.0,33.0
CIEN,20260605,575.0,0.56,14:23,33.0,33.0
CIEN,20260605,575.0,0.56,14:24,33.0,33.0
CIEN,20260605,575.0,0.56,14:25,33.0,33.0
CIEN,20260605,575.0,0.56,14:26,33.0,33.0
CIEN,20260605,575.0,0.56,14:27,33.0,33.0
CIEN,20260605,575.0,0.56,14:28,33.0,33.0
CIEN,20260605,575.0,0.56,14:29,33.0,33.0
CIEN,20260605,575.0,0.56,14:30,33.0,33.0
CIEN,20260605,575.0,0.56,14:31,33.0,33.0
CIEN,20260605,575.0,0.56,14:32,33.0,33.0
CIEN,20260605,575.0,0.56,14:33,33.0,33.0
CIEN,20260605,575.0,0.56,14:34,33.0,33.0
CIEN,20260605,575.0,0.56,14:35,33.0,33.0
CIEN,20260605,575.0,0.56,14:36,33.0,33.0
CIEN,20260605,575.0,0.56,14:37,33.0,33.0
CIEN,20260605,575.0,0.56,14:38,33.0,33.0
CIEN,20260605,575.0,0.56,14:39,33.0,33.0
CIEN,20260605,575.0,0.56,14:40,33.0,33.0
CIEN,20260605,575.0,0.56,14:41,33.0,33.0
CIEN,20260605,575.0,0.56,14:42,33.0,33.0
CIEN,20260605,575.0,0.56,14:43,33.0,33.0
CIEN,20260605,575.0,0.56,14:44,33.0,33.0
CIEN,20260605,575.0,0.56,14:45,32.9,33.0
CIEN,20260605,575.0,0.56,14:46,32.8,32.9
CIEN,20260605,575.0,0.56,14:47,32.9,32.9
CIEN,20260605,575.0,0.56,14:48,32.9,32.9
CIEN,20260605,575.0,0.56,14:49,32.9,32.9
CIEN,20260605,575.0,0.56,14:50,32.9,32.9
CIEN,20260605,575.0,0.56,14:51,32.9,32.9
CIEN,20260605,575.0,0.56,14:52,32.9,32.9
CIEN,20260605,575.0,0.56,14:53,32.9,32.9
CIEN,20260605,575.0,0.56,14:54,32.9,32.9
CIEN,20260605,575.0,0.56,14:55,32.9,32.9
CIEN,20260605,575.0,0.56,14:56,32.9,32.95
CIEN,20260605,575.0,0.56,14:57,33.0,33.0
CIEN,20260605,575.0,0.56,14:58,33.0,33.0
CIEN,20260605,575.0,0.56,14:59,33.0,33.0
CIEN,20260605,575.0,0.56,15:00,33.0,33.0
