strike,expiration,open_1_8,delta_eod_1_8,close_1_19,profit,return_pct
340.0,2024-01-19,175.07,1.0,253.27,7820.0,44.7
345.0,2024-01-19,155.0,1.0,235.48,8048.0,51.9
350.0,2024-01-19,149.5,1.0,243.08,9358.0,62.6
355.0,2024-01-19,154.61,1.0,234.28,7967.0,51.5
360.0,2024-01-19,149.5,1.0,234.66,8516.0,57.0
365.0,2024-01-19,145.3,1.0,228.07,8277.5,57.0
370.0,2024-01-19,148.37,1.0,224.47,7610.0,51.3
375.0,2024-01-19,137.7,1.0,219.1,8140.0,59.1
380.0,2024-01-19,130.1,1.0,214.77,8467.0,65.1
385.0,2024-01-19,129.1,1.0,206.19,7709.0,59.7
390.0,2024-01-19,124.17,1.0,202.86,7869.0,63.4
395.0,2024-01-19,120.25,0.9999,199.5,7925.0,65.9
400.0,2024-01-19,97.6,0.9999,195.0,9740.0,99.8
405.0,2024-01-19,91.25,0.9997,185.1,9385.0,102.8
410.0,2024-01-19,103.33,0.9995,183.5,8017.0,77.6
415.0,2024-01-19,81.35,0.9991,174.84,9349.0,114.9
420.0,2024-01-19,76.25,0.9984,175.64,9939.0,130.3
425.0,2024-01-19,70.7,0.9974,170.0,9930.0,140.5
430.0,2024-01-19,67.15,0.9957,164.48,9733.0,144.9
435.0,2024-01-19,61.03,0.9933,160.0,9897.0,162.2
440.0,2024-01-19,56.75,0.9905,155.0,9825.0,173.1
442.5,2024-01-19,73.4,0.9888,150.55,7715.0,105.1
445.0,2024-01-19,52.0,0.9869,150.0,9800.0,188.5
447.5,2024-01-19,70.8,0.9849,145.53,7472.5,105.5
450.0,2024-01-19,50.86,0.9825,144.8,9394.0,184.7
455.0,2024-01-19,42.21,0.9769,138.04,9583.0,227.0
457.5,2024-01-19,56.53,0.9735,134.18,7765.0,137.4
460.0,2024-01-19,38.82,0.9698,134.75,9593.0,247.1
462.5,2024-01-19,49.45,0.9656,126.15,7670.0,155.1
465.0,2024-01-19,33.15,0.9612,126.35,9320.0,281.1
467.5,2024-01-19,38.23,0.9558,123.55,8532.0,223.2
470.0,2024-01-19,28.99,0.9501,124.77,9578.0,330.4
472.5,2024-01-19,26.97,0.9436,118.54,9157.0,339.5
475.0,2024-01-19,24.74,0.9361,119.77,9503.0,384.1
477.5,2024-01-19,26.0,0.9277,115.69,8969.0,345.0
480.0,2024-01-19,21.25,0.918,114.52,9327.0,438.9
482.5,2024-01-19,21.8,0.9069,110.81,8901.0,408.3
485.0,2024-01-19,17.66,0.8941,110.0,9234.0,522.9
487.5,2024-01-19,16.08,0.8798,105.05,8897.0,553.3
490.0,2024-01-19,14.4,0.8631,104.7,9030.0,627.1
492.5,2024-01-19,12.95,0.8443,99.0,8605.0,664.5
495.0,2024-01-19,11.75,0.8234,98.23,8648.0,736.0
497.5,2024-01-19,10.35,0.8002,97.0,8665.0,837.2
500.0,2024-01-19,9.3,0.7751,95.0,8570.0,921.5
502.5,2024-01-19,8.32,0.7479,90.3,8198.0,985.3
505.0,2024-01-19,7.3,0.7188,90.55,8325.0,1140.4
507.5,2024-01-19,6.48,0.6882,87.5,8102.0,1250.3
510.0,2024-01-19,5.7,0.6565,84.55,7885.0,1383.3
512.5,2024-01-19,4.9,0.6238,81.97,7707.0,1572.9
515.0,2024-01-19,4.32,0.5906,79.77,7545.0,1746.5
517.5,2024-01-19,3.78,0.5568,78.0,7422.0,1963.5
520.0,2024-01-19,3.3,0.5229,74.2,7090.0,2148.5
522.5,2024-01-19,2.74,0.4888,72.08,6934.0,2530.7
525.0,2024-01-19,2.41,0.455,69.64,6723.0,2789.6
527.5,2024-01-19,1.99,0.4215,65.4,6341.0,3186.4
530.0,2024-01-19,1.78,0.3886,64.95,6317.0,3548.9
532.5,2024-01-19,1.46,0.3565,62.11,6065.0,4154.1
535.0,2024-01-19,1.29,0.3256,59.9,5861.0,4543.4
537.5,2024-01-19,1.11,0.2959,54.54,5343.0,4813.5
540.0,2024-01-19,0.98,0.268,55.3,5432.0,5542.9
542.5,2024-01-19,0.84,0.2422,49.22,4838.0,5759.5
545.0,2024-01-19,0.83,0.2183,49.8,4897.0,5900.0
547.5,2024-01-19,1.2,0.1964,47.07,4587.0,3822.5
550.0,2024-01-19,0.51,0.1764,44.84,4433.0,8692.2
552.5,2024-01-19,0.44,0.1589,42.39,4195.0,9534.1
555.0,2024-01-19,0.56,0.1432,39.47,3891.0,6948.2
557.5,2024-01-19,0.57,0.1287,37.5,3693.0,6478.9
560.0,2024-01-19,0.42,0.1166,35.15,3473.0,8269.0
562.5,2024-01-19,0.28,0.1055,32.32,3204.0,11442.9
565.0,2024-01-19,0.4,0.0957,29.6,2920.0,7300.0
567.5,2024-01-19,0.23,0.0869,27.0,2677.0,11639.1
570.0,2024-01-19,0.2,0.079,25.1,2490.0,12450.0
572.5,2024-01-19,0.34,0.0721,22.36,2202.0,6476.5
575.0,2024-01-19,0.15,0.0659,19.9,1975.0,13166.7
577.5,2024-01-19,0.21,0.0599,17.4,1719.0,8185.7
580.0,2024-01-19,0.21,0.0548,14.87,1466.0,6981.0
582.5,2024-01-19,0.32,0.05,12.17,1185.0,3703.1
585.0,2024-01-19,0.24,0.0458,9.85,961.0,4004.2
587.5,2024-01-19,0.16,0.0416,7.5,734.0,4587.5
590.0,2024-01-19,0.08,0.0381,4.91,483.0,6037.5
592.5,2024-01-19,0.38,0.0348,2.39,201.0,528.9
595.0,2024-01-19,0.1,0.0317,0.14,4.0,40.0
597.5,2024-01-19,0.22,0.0289,0.01,-21.0,-95.5
600.0,2024-01-19,0.06,0.0261,0.01,-5.0,-83.3
605.0,2024-01-19,0.08,0.0216,0.01,-7.0,-87.5
610.0,2024-01-19,0.11,0.018,0.01,-10.0,-90.9
615.0,2024-01-19,0.11,0.0146,0.01,-10.0,-90.9
620.0,2024-01-19,0.05,0.0118,0.01,-4.0,-80.0
625.0,2024-01-19,0.06,0.0096,0.01,-5.0,-83.3
630.0,2024-01-19,0.07,0.0073,0.01,-6.0,-85.7
635.0,2024-01-19,0.04,0.0054,0.01,-3.0,-75.0
640.0,2024-01-19,0.04,0.004,0.01,-3.0,-75.0
645.0,2024-01-19,0.03,0.0029,0.01,-2.0,-66.7
650.0,2024-01-19,0.02,0.0021,0.01,-1.0,-50.0
655.0,2024-01-19,0.02,0.0015,0.01,-1.0,-50.0
660.0,2024-01-19,0.02,0.0011,0.01,-1.0,-50.0
665.0,2024-01-19,0.03,0.0008,0.0,-3.0,-100.0
670.0,2024-01-19,0.02,0.0006,0.01,-1.0,-50.0
675.0,2024-01-19,0.02,0.0004,0.01,-1.0,-50.0
680.0,2024-01-19,0.02,0.0003,0.01,-1.0,-50.0
685.0,2024-01-19,0.01,0.0002,0.0,-1.0,-100.0
690.0,2024-01-19,0.02,0.0001,0.01,-1.0,-50.0
695.0,2024-01-19,0.01,0.0001,0.01,0.0,0.0
700.0,2024-01-19,0.01,0.0001,0.01,0.0,0.0
705.0,2024-01-19,0.01,0.0,0.0,-1.0,-100.0
710.0,2024-01-19,0.01,0.0,0.0,-1.0,-100.0
715.0,2024-01-19,0.01,0.0,0.0,-1.0,-100.0
720.0,2024-01-19,0.01,0.0,0.01,0.0,0.0
730.0,2024-01-19,0.01,0.0,0.0,-1.0,-100.0
760.0,2024-01-19,0.01,0.0,0.0,-1.0,-100.0
950.0,2024-01-19,0.01,0.0,0.0,-1.0,-100.0
1000.0,2024-01-19,0.01,0.0,0.01,0.0,0.0
160.0,2024-01-26,353.82,1.0,431.45,7763.0,21.9
200.0,2024-01-26,313.6,1.0,393.0,7940.0,25.3
320.0,2024-01-26,198.7,1.0,270.84,7214.0,36.3
330.0,2024-01-26,184.46,1.0,259.84,7538.0,40.9
350.0,2024-01-26,168.7,1.0,243.45,7475.0,44.3
355.0,2024-01-26,155.01,1.0,235.6,8059.0,52.0
360.0,2024-01-26,136.23,0.9999,233.48,9725.0,71.4
390.0,2024-01-26,125.0,0.9984,201.62,7662.0,61.3
395.0,2024-01-26,117.02,0.9976,194.91,7789.0,66.6
400.0,2024-01-26,99.5,0.9965,193.9,9440.0,94.9
410.0,2024-01-26,93.83,0.9928,181.91,8808.0,93.9
415.0,2024-01-26,97.0,0.9905,165.06,6806.0,70.2
420.0,2024-01-26,85.0,0.9876,170.35,8535.0,100.4
425.0,2024-01-26,94.36,0.9843,166.27,7191.0,76.2
430.0,2024-01-26,75.9,0.9799,159.09,8319.0,109.6
435.0,2024-01-26,73.0,0.9748,157.28,8428.0,115.5
440.0,2024-01-26,72.85,0.9687,147.07,7422.0,101.9
445.0,2024-01-26,55.99,0.9615,150.06,9407.0,168.0
450.0,2024-01-26,59.0,0.953,141.57,8257.0,139.9
455.0,2024-01-26,58.35,0.9429,138.57,8022.5,137.5
460.0,2024-01-26,42.6,0.9309,130.4,8780.0,206.1
462.5,2024-01-26,41.9,0.924,131.1,8920.0,212.9
465.0,2024-01-26,37.98,0.917,125.37,8739.0,230.1
467.5,2024-01-26,50.0,0.9089,119.75,6975.0,139.5
470.0,2024-01-26,38.25,0.9005,125.0,8675.0,226.8
472.5,2024-01-26,43.27,0.891,108.6,6533.0,151.0
475.0,2024-01-26,30.0,0.8813,119.7,8970.0,299.0
480.0,2024-01-26,24.23,0.8586,115.3,9107.0,375.9
482.5,2024-01-26,36.4,0.8457,109.34,7294.0,200.4
485.0,2024-01-26,22.5,0.8323,108.1,8560.0,380.4
487.5,2024-01-26,20.3,0.8176,104.78,8448.0,416.2
490.0,2024-01-26,17.85,0.8018,102.6,8475.0,474.8
492.5,2024-01-26,18.45,0.7852,98.14,7969.0,431.9
495.0,2024-01-26,15.31,0.767,100.28,8497.0,555.0
497.5,2024-01-26,16.37,0.7479,93.64,7727.0,472.0
500.0,2024-01-26,12.78,0.7275,95.0,8222.0,643.3
502.5,2024-01-26,13.59,0.706,92.2,7861.0,578.4
505.0,2024-01-26,10.78,0.6836,88.55,7777.0,721.4
507.5,2024-01-26,9.65,0.6598,84.4,7475.0,774.6
510.0,2024-01-26,8.75,0.6352,85.32,7657.0,875.1
512.5,2024-01-26,9.16,0.6098,80.9,7174.0,783.2
515.0,2024-01-26,7.09,0.5835,80.11,7302.0,1029.9
517.5,2024-01-26,7.95,0.5568,71.82,6387.0,803.4
520.0,2024-01-26,6.0,0.5296,73.9,6790.0,1131.7
525.0,2024-01-26,4.65,0.4748,69.9,6525.0,1403.2
530.0,2024-01-26,3.83,0.4209,65.52,6169.0,1610.7
535.0,2024-01-26,3.6,0.3694,60.9,5730.0,1591.7
540.0,2024-01-26,2.33,0.3219,55.8,5347.0,2294.8
545.0,2024-01-26,1.86,0.2789,51.0,4914.0,2641.9
550.0,2024-01-26,1.48,0.2411,46.0,4452.0,3008.1
555.0,2024-01-26,1.16,0.2082,41.41,4025.0,3469.8
560.0,2024-01-26,1.2,0.18,36.88,3568.0,2973.3
565.0,2024-01-26,0.92,0.1559,32.5,3158.0,3432.6
570.0,2024-01-26,0.59,0.1354,28.17,2758.0,4674.6
575.0,2024-01-26,0.75,0.1177,24.17,2342.0,3122.7
580.0,2024-01-26,0.58,0.1025,20.3,1972.0,3400.0
585.0,2024-01-26,0.91,0.0889,17.08,1617.0,1776.9
590.0,2024-01-26,0.45,0.077,14.12,1367.0,3037.8
595.0,2024-01-26,0.83,0.0667,11.4,1057.0,1273.5
600.0,2024-01-26,0.24,0.0575,9.25,901.0,3754.2
610.0,2024-01-26,0.23,0.0422,5.8,557.0,2421.7
620.0,2024-01-26,0.19,0.0307,3.62,343.0,1805.3
630.0,2024-01-26,0.15,0.0218,2.17,202.0,1346.7
640.0,2024-01-26,0.11,0.0152,1.42,131.0,1190.9
650.0,2024-01-26,0.08,0.0104,0.95,87.0,1087.5
660.0,2024-01-26,0.13,0.007,0.64,51.0,392.3
670.0,2024-01-26,0.05,0.0043,0.45,40.0,800.0
680.0,2024-01-26,0.05,0.0027,0.36,31.0,620.0
700.0,2024-01-26,0.05,0.001,0.19,14.0,280.0
720.0,2024-01-26,0.04,0.0003,0.1,6.0,150.0
740.0,2024-01-26,0.04,0.0001,0.08,4.0,100.0
760.0,2024-01-26,0.03,0.0,0.05,2.0,66.7
140.0,2024-02-02,375.72,1.0,453.43,7770.5,20.7
150.0,2024-02-02,365.57,1.0,443.4,7783.0,21.3
160.0,2024-02-02,353.97,1.0,433.4,7943.0,22.4
210.0,2024-02-02,304.09,1.0,383.52,7943.5,26.1
390.0,2024-02-02,123.07,0.992,201.56,7849.0,63.8
400.0,2024-02-02,115.65,0.9876,191.91,7626.0,65.9
410.0,2024-02-02,110.71,0.9815,181.27,7056.0,63.7
415.0,2024-02-02,101.27,0.9776,179.05,7778.0,76.8
420.0,2024-02-02,84.78,0.9732,158.3,7352.0,86.7
425.0,2024-02-02,94.25,0.9681,166.9,7265.0,77.1
430.0,2024-02-02,71.5,0.9625,162.49,9099.0,127.3
435.0,2024-02-02,80.26,0.9562,157.2,7694.0,95.9
440.0,2024-02-02,73.0,0.9485,151.54,7854.0,107.6
445.0,2024-02-02,73.04,0.9402,146.54,7350.0,100.6
450.0,2024-02-02,64.35,0.9306,142.07,7772.0,120.8
455.0,2024-02-02,56.2,0.9195,123.9,6770.0,120.5
460.0,2024-02-02,51.85,0.9066,131.6,7975.0,153.8
465.0,2024-02-02,54.7,0.8915,126.0,7130.0,130.3
470.0,2024-02-02,37.34,0.874,116.63,7929.0,212.3
475.0,2024-02-02,31.4,0.8535,118.99,8759.0,278.9
480.0,2024-02-02,30.05,0.8298,116.08,8603.0,286.3
485.0,2024-02-02,26.5,0.8026,107.16,8066.0,304.4
490.0,2024-02-02,22.2,0.7719,104.25,8205.0,369.6
495.0,2024-02-02,18.72,0.7377,101.07,8235.0,439.9
500.0,2024-02-02,16.23,0.7007,95.84,7961.0,490.5
505.0,2024-02-02,14.0,0.6613,87.3,7330.0,523.6
510.0,2024-02-02,11.97,0.6201,84.92,7295.0,609.4
515.0,2024-02-02,10.5,0.5779,79.76,6926.0,659.6
520.0,2024-02-02,8.53,0.5351,76.82,6829.0,800.6
525.0,2024-02-02,7.25,0.4925,71.33,6408.0,883.9
530.0,2024-02-02,5.96,0.4504,64.05,5809.0,974.7
535.0,2024-02-02,5.88,0.4093,61.87,5599.0,952.2
540.0,2024-02-02,5.0,0.3695,57.8,5280.0,1056.0
545.0,2024-02-02,3.42,0.3314,51.8,4838.0,1414.6
550.0,2024-02-02,2.81,0.2954,49.25,4644.0,1652.7
555.0,2024-02-02,2.31,0.262,43.45,4114.0,1781.0
560.0,2024-02-02,2.86,0.2311,40.93,3807.0,1331.1
565.0,2024-02-02,2.13,0.2031,36.7,3457.0,1623.0
570.0,2024-02-02,1.29,0.1779,33.15,3186.0,2469.8
580.0,2024-02-02,0.96,0.136,25.84,2488.0,2591.7
590.0,2024-02-02,0.7,0.1042,20.32,1962.0,2802.9
600.0,2024-02-02,0.48,0.0796,15.4,1492.0,3108.3
610.0,2024-02-02,0.57,0.061,11.45,1088.0,1908.8
620.0,2024-02-02,0.41,0.0466,8.35,794.0,1936.6
630.0,2024-02-02,0.23,0.0353,6.04,581.0,2526.1
640.0,2024-02-02,0.18,0.0266,4.32,414.0,2300.0
650.0,2024-02-02,0.34,0.02,3.14,280.0,823.5
660.0,2024-02-02,0.12,0.0147,2.24,212.0,1766.7
670.0,2024-02-02,0.22,0.0107,1.68,146.0,663.6
680.0,2024-02-02,0.12,0.0078,1.25,113.0,941.7
700.0,2024-02-02,0.08,0.0036,0.72,64.0,800.0
720.0,2024-02-02,0.05,0.0016,0.44,39.0,780.0
740.0,2024-02-02,0.04,0.0006,0.24,20.0,500.0
760.0,2024-02-02,0.04,0.0003,0.15,11.0,275.0
780.0,2024-02-02,0.04,0.0001,0.11,7.0,175.0
330.0,2024-02-09,185.24,0.9995,259.86,7462.0,40.3
395.0,2024-02-09,118.19,0.9826,199.45,8126.0,68.8
400.0,2024-02-09,118.0,0.9792,196.35,7835.0,66.4
415.0,2024-02-09,101.0,0.9659,179.57,7857.5,77.8
425.0,2024-02-09,91.95,0.954,169.65,7770.0,84.5
440.0,2024-02-09,75.5,0.93,156.56,8106.0,107.4
445.0,2024-02-09,72.3,0.9202,149.48,7718.0,106.7
450.0,2024-02-09,67.28,0.9088,143.26,7598.0,112.9
455.0,2024-02-09,65.58,0.896,123.63,5805.0,88.5
460.0,2024-02-09,48.0,0.8819,134.93,8692.5,181.1
465.0,2024-02-09,53.0,0.866,130.0,7700.0,145.3
470.0,2024-02-09,48.85,0.8476,125.05,7620.0,156.0
475.0,2024-02-09,35.0,0.8273,120.0,8500.0,242.9
480.0,2024-02-09,32.37,0.8044,116.58,8421.0,260.1
485.0,2024-02-09,29.17,0.7791,110.16,8099.0,277.6
490.0,2024-02-09,24.0,0.7511,106.92,8292.0,345.5
495.0,2024-02-09,21.2,0.7205,98.9,7770.0,366.5
500.0,2024-02-09,18.76,0.6875,97.13,7837.0,417.8
505.0,2024-02-09,16.55,0.6525,89.42,7287.0,440.3
510.0,2024-02-09,14.3,0.6158,86.95,7265.0,508.0
515.0,2024-02-09,12.35,0.5779,79.1,6675.0,540.5
520.0,2024-02-09,10.7,0.5396,77.24,6654.0,621.9
525.0,2024-02-09,9.2,0.5012,72.57,6337.0,688.8
530.0,2024-02-09,8.0,0.4633,67.6,5960.0,745.0
535.0,2024-02-09,7.5,0.4264,62.73,5523.0,736.4
540.0,2024-02-09,6.02,0.3908,59.99,5397.0,896.5
545.0,2024-02-09,5.0,0.3569,56.3,5130.0,1026.0
550.0,2024-02-09,4.2,0.3248,50.85,4665.0,1110.7
555.0,2024-02-09,4.2,0.2945,47.5,4330.0,1031.0
560.0,2024-02-09,3.7,0.2662,43.6,3990.0,1078.4
565.0,2024-02-09,4.43,0.2397,40.0,3557.0,802.9
570.0,2024-02-09,2.3,0.2151,35.35,3305.0,1437.0
580.0,2024-02-09,1.62,0.1721,29.83,2821.0,1741.4
590.0,2024-02-09,2.55,0.1356,23.97,2142.0,840.0
600.0,2024-02-09,0.99,0.1061,19.1,1811.0,1829.3
610.0,2024-02-09,0.82,0.0816,14.6,1378.0,1680.5
620.0,2024-02-09,0.49,0.0625,11.35,1086.0,2216.3
630.0,2024-02-09,0.56,0.0473,8.74,818.0,1460.7
640.0,2024-02-09,0.27,0.0354,6.6,633.0,2344.4
650.0,2024-02-09,0.2,0.0263,5.03,483.0,2415.0
660.0,2024-02-09,0.36,0.0195,3.75,339.0,941.7
670.0,2024-02-09,0.14,0.0141,2.89,275.0,1964.3
680.0,2024-02-09,0.21,0.0103,2.19,198.0,942.9
700.0,2024-02-09,0.02,0.0053,1.3,128.0,6400.0
720.0,2024-02-09,0.09,0.0024,0.77,68.0,755.6
20.0,2024-02-16,494.7,1.0,573.17,7847.5,15.9
200.0,2024-02-16,318.27,1.0,392.53,7426.0,23.3
250.0,2024-02-16,250.5,1.0,333.36,8286.0,33.1
270.0,2024-02-16,251.5,1.0,322.74,7124.0,28.3
275.0,2024-02-16,240.05,1.0,316.14,7609.0,31.7
285.0,2024-02-16,224.6,1.0,309.48,8488.0,37.8
295.0,2024-02-16,220.77,1.0,297.08,7631.0,34.6
300.0,2024-02-16,215.2,1.0,292.0,7680.0,35.7
310.0,2024-02-16,205.3,1.0,282.31,7701.0,37.5
315.0,2024-02-16,205.8,1.0,277.5,7170.0,34.8
320.0,2024-02-16,192.05,1.0,261.15,6910.0,36.0
335.0,2024-02-16,184.98,0.9999,257.92,7294.0,39.4
345.0,2024-02-16,152.83,0.9997,247.35,9452.0,61.8
350.0,2024-02-16,158.49,0.9996,243.33,8484.0,53.5
370.0,2024-02-16,150.39,0.9979,224.45,7406.0,49.2
380.0,2024-02-16,132.5,0.996,204.85,7235.0,54.6
385.0,2024-02-16,127.45,0.9946,209.8,8235.0,64.6
390.0,2024-02-16,129.9,0.9927,201.11,7121.0,54.8
395.0,2024-02-16,121.25,0.9904,198.7,7745.0,63.9
400.0,2024-02-16,103.6,0.9875,195.55,9195.0,88.8
405.0,2024-02-16,112.11,0.9839,187.2,7509.0,67.0
410.0,2024-02-16,106.74,0.9795,180.0,7326.0,68.6
415.0,2024-02-16,87.0,0.9743,169.38,8238.0,94.7
420.0,2024-02-16,97.2,0.968,176.85,7965.0,81.9
425.0,2024-02-16,76.6,0.9607,171.84,9524.0,124.3
430.0,2024-02-16,74.14,0.9521,167.0,9286.0,125.2
435.0,2024-02-16,79.75,0.9424,162.47,8272.0,103.7
440.0,2024-02-16,69.32,0.9312,155.15,8583.0,123.8
445.0,2024-02-16,58.27,0.9187,150.0,9173.0,157.4
450.0,2024-02-16,55.68,0.9047,145.75,9007.0,161.8
455.0,2024-02-16,50.18,0.8891,141.0,9082.0,181.0
460.0,2024-02-16,46.65,0.8718,137.58,9093.0,194.9
465.0,2024-02-16,43.02,0.8528,130.92,8790.0,204.3
470.0,2024-02-16,39.26,0.8322,127.82,8856.0,225.6
475.0,2024-02-16,35.45,0.81,121.17,8572.0,241.8
480.0,2024-02-16,32.31,0.7862,116.18,8387.0,259.6
485.0,2024-02-16,29.37,0.7607,113.0,8363.0,284.7
490.0,2024-02-16,26.5,0.7335,108.11,8161.0,308.0
495.0,2024-02-16,23.46,0.7048,101.25,7779.0,331.6
500.0,2024-02-16,21.31,0.6747,98.5,7719.0,362.2
505.0,2024-02-16,19.17,0.6434,92.2,7303.0,381.0
510.0,2024-02-16,16.85,0.611,89.5,7265.0,431.2
515.0,2024-02-16,14.75,0.5779,83.85,6910.0,468.5
520.0,2024-02-16,13.15,0.5442,79.85,6670.0,507.2
525.0,2024-02-16,11.49,0.5101,73.8,6231.0,542.3
530.0,2024-02-16,10.1,0.4762,71.0,6090.0,603.0
535.0,2024-02-16,8.78,0.4426,65.25,5647.0,643.2
540.0,2024-02-16,7.66,0.4097,62.55,5489.0,716.6
545.0,2024-02-16,6.55,0.3776,58.3,5175.0,790.1
550.0,2024-02-16,5.74,0.3467,54.4,4866.0,847.7
555.0,2024-02-16,5.01,0.317,50.37,4536.0,905.4
560.0,2024-02-16,4.27,0.289,46.61,4234.0,991.6
565.0,2024-02-16,3.72,0.2626,43.1,3938.0,1058.6
570.0,2024-02-16,3.17,0.2376,39.4,3623.0,1142.9
575.0,2024-02-16,3.35,0.2142,36.05,3270.0,976.1
580.0,2024-02-16,2.45,0.1927,33.09,3064.0,1250.6
585.0,2024-02-16,2.43,0.1728,30.14,2771.0,1140.3
590.0,2024-02-16,2.0,0.1545,27.39,2539.0,1269.5
595.0,2024-02-16,2.01,0.1374,24.82,2281.0,1134.8
600.0,2024-02-16,1.29,0.1221,22.37,2108.0,1634.1
605.0,2024-02-16,1.13,0.1083,20.05,1892.0,1674.3
610.0,2024-02-16,1.14,0.0955,17.96,1682.0,1475.4
615.0,2024-02-16,1.07,0.0839,16.2,1513.0,1414.0
620.0,2024-02-16,0.87,0.0739,14.5,1363.0,1566.7
625.0,2024-02-16,1.2,0.0645,12.9,1170.0,975.0
630.0,2024-02-16,0.74,0.0562,11.45,1071.0,1447.3
635.0,2024-02-16,0.5,0.049,10.1,960.0,1920.0
640.0,2024-02-16,0.5,0.0424,9.03,853.0,1706.0
645.0,2024-02-16,0.53,0.0366,7.96,743.0,1401.9
650.0,2024-02-16,0.44,0.0316,7.1,666.0,1513.6
655.0,2024-02-16,0.37,0.0271,6.25,588.0,1589.2
660.0,2024-02-16,0.61,0.0232,5.54,493.0,808.2
665.0,2024-02-16,0.38,0.0199,4.9,452.0,1189.5
670.0,2024-02-16,0.46,0.0169,4.35,389.0,845.7
675.0,2024-02-16,0.49,0.0143,3.8,331.0,675.5
680.0,2024-02-16,0.34,0.0122,3.38,304.0,894.1
685.0,2024-02-16,0.18,0.0102,2.99,281.0,1561.1
690.0,2024-02-16,0.35,0.0086,2.53,218.0,622.9
695.0,2024-02-16,0.12,0.0073,2.34,222.0,1850.0
700.0,2024-02-16,0.26,0.006,2.06,180.0,692.3
705.0,2024-02-16,0.23,0.0051,1.8,157.0,682.6
710.0,2024-02-16,0.24,0.0042,1.66,142.0,591.7
715.0,2024-02-16,0.19,0.0035,1.43,124.0,652.6
720.0,2024-02-16,0.19,0.0029,1.29,110.0,578.9
725.0,2024-02-16,0.17,0.0024,1.14,97.0,570.6
730.0,2024-02-16,0.18,0.002,1.04,86.0,477.8
735.0,2024-02-16,0.15,0.0016,0.91,76.0,506.7
740.0,2024-02-16,0.13,0.0013,0.74,61.0,469.2
745.0,2024-02-16,0.09,0.0011,0.72,63.0,700.0
750.0,2024-02-16,0.11,0.0009,0.64,53.0,481.8
760.0,2024-02-16,0.1,0.0006,0.53,43.0,430.0
770.0,2024-02-16,0.08,0.0004,0.43,35.0,437.5
780.0,2024-02-16,0.04,0.0003,0.34,30.0,750.0
