ticker,sector,industry,name
PENG,Technology,Information Technology Services,"Penguin Solutions, Inc."
PENN,Consumer Cyclical,Resorts & Casinos,"PENN Entertainment, Inc."
PEP,Consumer Defensive,Beverages - Non-Alcoholic,"Pepsico, Inc."
PFE,Healthcare,Drug Manufacturers - General,"Pfizer, Inc."
PFG,Financial Services,Asset Management,Principal Financial Group Inc
PFGC,Consumer Defensive,Food Distribution,Performance Food Group Company
PFSI,Financial Services,Mortgage Finance,"PennyMac Financial Services, In"
PG,Consumer Defensive,Household & Personal Products,Procter & Gamble Company (The)
PGNY,Healthcare,Healthcare Plans,"Progyny, Inc."
PGR,Financial Services,Insurance - Property & Casualty,Progressive Corporation (The)
PGY,Technology,Software - Infrastructure,Pagaya Technologies Ltd.
PH,Industrials,Specialty Industrial Machinery,Parker-Hannifin Corporation
PHG,Healthcare,Medical Devices,Koninklijke Philips N.V. NY Reg
PHIN,Consumer Cyclical,Auto Parts,PHINIA Inc.
PHM,Consumer Cyclical,Residential Construction,"PulteGroup, Inc."
PI,Technology,Semiconductors,"Impinj, Inc."
PII,Consumer Cyclical,Recreational Vehicles,Polaris Inc.
PINS,Communication Services,Internet Content & Information,"Pinterest, Inc."
PIPR,Financial Services,Capital Markets,Piper Sandler Companies
PJT,Financial Services,Capital Markets,PJT Partners Inc.
PK,Real Estate,REIT - Hotel & Motel,Park Hotels & Resorts Inc.
PKG,Consumer Cyclical,Packaging & Containers,Packaging Corporation of Americ
PL,Industrials,Aerospace & Defense,Planet Labs PBC
PLAB,Technology,Semiconductor Equipment & Materials,"Photronics, Inc."
PLD,Real Estate,REIT - Industrial,"Prologis, Inc."
PLMR,Financial Services,Insurance - Property & Casualty,"Palomar Holdings, Inc."
PLNT,Consumer Cyclical,Leisure,"Planet Fitness, Inc."
PLPC,Industrials,Electrical Equipment & Parts,Preformed Line Products Company
PLTR,Technology,Software - Infrastructure,Palantir Technologies Inc.
PLXS,Technology,Electronic Components,Plexus Corp.
PM,Consumer Defensive,Tobacco,Philip Morris International Inc
PNC,Financial Services,Banks - Regional,"PNC Financial Services Group, I"
PNFP,Financial Services,Banks - Regional,"Pinnacle Financial Partners, In"
PNR,Industrials,Specialty Industrial Machinery,Pentair plc.
PNW,Utilities,Utilities - Regulated Electric,Pinnacle West Capital Corporati
PODD,Healthcare,Medical Devices,Insulet Corporation
POET,Technology,Semiconductors,POET Technologies Inc.
POOL,Industrials,Industrial Distribution,Pool Corporation
POR,Utilities,Utilities - Regulated Electric,Portland General Electric Co
POST,Consumer Defensive,Packaged Foods,"Post Holdings, Inc."
POWI,Technology,Semiconductors,"Power Integrations, Inc."
POWL,Industrials,Electrical Equipment & Parts,"Powell Industries, Inc."
PPC,Consumer Defensive,Packaged Foods,Pilgrim's Pride Corporation
PPG,Basic Materials,Specialty Chemicals,"PPG Industries, Inc."
PPL,Utilities,Utilities - Regulated Electric,PPL Corporation
PPLI,Communication Services,Internet Content & Information,People Incorporated
PPTA,Basic Materials,Other Precious Metals & Mining,Perpetua Resources Corp.
PR,Energy,Oil & Gas E&P,Permian Resources Corporation
PRAX,Healthcare,Biotechnology,"Praxis Precision Medicines, Inc"
PRCT,Healthcare,Medical Devices,PROCEPT BioRobotics Corporation
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,Perrigo Company plc
PRI,Financial Services,Insurance - Life,"Primerica, Inc."
PRIM,Industrials,Engineering & Construction,Primoris Services Corporation
PRKS,Consumer Cyclical,Leisure,United Parks & Resorts Inc.
PRM,Basic Materials,Specialty Chemicals,"Perimeter Solutions, SA"
PRMB,Consumer Defensive,Beverages - Non-Alcoholic,Primo Brands Corporation
PRU,Financial Services,Insurance - Life,"Prudential Financial, Inc."
PSA,Real Estate,REIT - Industrial,Public Storage
PSKY,Communication Services,Entertainment,Paramount Skydance Corporation
PSMT,Consumer Defensive,Discount Stores,"PriceSmart, Inc."
PSN,Technology,Information Technology Services,Parsons Corporation
PSNL,Healthcare,Diagnostics & Research,"Personalis, Inc."
PSX,Energy,Oil & Gas Refining & Marketing,Phillips 66
PTC,Technology,Software - Application,PTC Inc.
PTCT,Healthcare,Biotechnology,"PTC Therapeutics, Inc."
PTEN,Energy,Oil & Gas Drilling,"Patterson-UTI Energy, Inc."
PTGX,Healthcare,Biotechnology,"Protagonist Therapeutics, Inc."
PTON,Consumer Cyclical,Leisure,"Peloton Interactive, Inc."
PTRN,Consumer Cyclical,Internet Retail,Pattern Group Inc. - Series A
PUMP,Energy,Oil & Gas Equipment & Services,ProPetro Holding Corp.
PURR,Financial Services,Capital Markets,Hyperliquid Strategies Inc
PVH,Consumer Cyclical,Apparel Manufacturing,PVH Corp.
PVLA,Healthcare,Biotechnology,"Palvella Therapeutics, Inc."
PWR,Industrials,Engineering & Construction,"Quanta Services, Inc."
PYPL,Financial Services,Credit Services,"PayPal Holdings, Inc."
PZZA,Consumer Cyclical,Restaurants,"Papa John's International, Inc."
Q,Technology,Semiconductor Equipment & Materials,"Qnity Electronics, Inc."
QBTS,Technology,Computer Hardware,D-Wave Quantum Inc.
QCOM,Technology,Semiconductors,QUALCOMM Incorporated
QGEN,Healthcare,Diagnostics & Research,Qiagen N.V.
QLYS,Technology,Software - Infrastructure,"Qualys, Inc."
QNT,Technology,Software - Application,Quantinuum Inc.
QRVO,Technology,Semiconductors,"Qorvo, Inc."
QS,Consumer Cyclical,Auto Parts,QuantumScape Corporation
QSR,Consumer Cyclical,Restaurants,Restaurant Brands International
QTWO,Technology,Software - Application,"Q2 Holdings, Inc."
QUBT,Technology,Computer Hardware,Quantum Computing Inc.
QURE,Healthcare,Biotechnology,uniQure N.V.
QXO,Industrials,Industrial Distribution,"QXO, Inc."
R,Industrials,Rental & Leasing Services,"Ryder System, Inc."
RACE,Consumer Cyclical,Auto Manufacturers,Ferrari N.V.
RAL,Technology,Electronic Components,Ralliant Corporation
RAMP,Technology,Software - Infrastructure,"LiveRamp Holdings, Inc."
RARE,Healthcare,Biotechnology,Ultragenyx Pharmaceutical Inc.
RBA,Industrials,Specialty Business Services,"RB Global, Inc."
RBC,Industrials,Tools & Accessories,RBC Bearings Incorporated
RBLX,Communication Services,Electronic Gaming & Multimedia,Roblox Corporation
RBRK,Technology,Software - Infrastructure,"Rubrik, Inc."
RCAT,Industrials,Aerospace & Defense,"Red Cat Holdings, Inc."
RCI,Communication Services,Telecom Services,"Rogers Communication, Inc."
RCL,Consumer Cyclical,Travel Services,Royal Caribbean Cruises Ltd.
RCUS,Healthcare,Biotechnology,"Arcus Biosciences, Inc."
RDDT,Communication Services,Internet Content & Information,"Reddit, Inc."
RDN,Financial Services,Insurance - Specialty,Radian Group Inc.
RDNT,Healthcare,Diagnostics & Research,"RadNet, Inc."
RDW,Industrials,Aerospace & Defense,Redwire Corporation
REAL,Consumer Cyclical,Luxury Goods,"The RealReal, Inc."
REG,Real Estate,REIT - Retail,Regency Centers Corporation
REGN,Healthcare,Biotechnology,"Regeneron Pharmaceuticals, Inc."
RELY,Technology,Software - Infrastructure,"Remitly Global, Inc."
REPL,Healthcare,Biotechnology,"Replimune Group, Inc."
REXR,Real Estate,REIT - Industrial,"Rexford Industrial Realty, Inc."
REZI,Industrials,Industrial Distribution,"Resideo Technologies, Inc."
RF,Financial Services,Banks - Regional,Regions Financial Corporation
RGA,Financial Services,Insurance - Reinsurance,"Reinsurance Group of America, I"
RGEN,Healthcare,Medical Instruments & Supplies,Repligen Corporation
ROL,Consumer Cyclical,Personal Services,"Rollins, Inc."
ROP,Technology,Software - Application,"Roper Technologies, Inc."
ROST,Consumer Cyclical,Apparel Retail,"Ross Stores, Inc."
RPM,Basic Materials,Specialty Chemicals,RPM International Inc.
RPRX,Healthcare,Biotechnology,Royalty Pharma plc
RRC,Energy,Oil & Gas E&P,Range Resources Corporation
RRR,Consumer Cyclical,Resorts & Casinos,"Red Rock Resorts, Inc."
RRX,Industrials,Specialty Industrial Machinery,Regal Rexnord Corporation
RS,Basic Materials,Steel,"Reliance, Inc."
RSG,Industrials,Waste Management,"Republic Services, Inc."
RSI,Consumer Cyclical,Gambling,"Rush Street Interactive, Inc."
RTX,Industrials,Aerospace & Defense,RTX Corporation
RUN,Technology,Solar,Sunrun Inc.
RUSHA,Consumer Cyclical,Auto & Truck Dealerships,"Rush Enterprises, Inc."
RVMD,Healthcare,Biotechnology,"Revolution Medicines, Inc."
RVTY,Healthcare,Diagnostics & Research,"Revvity, Inc."
RXO,Industrials,Trucking,"RXO, Inc."
RY,Financial Services,Banks - Diversified,Royal Bank Of Canada
RYAN,Financial Services,Insurance Brokers,"Ryan Specialty Holdings, Inc."
RYN,Real Estate,REIT - Specialty,Rayonier Inc. REIT
RYTM,Healthcare,Biotechnology,"Rhythm Pharmaceuticals, Inc."
S,Technology,Software - Infrastructure,"SentinelOne, Inc."
SAIA,Industrials,Trucking,"Saia, Inc."
SAIC,Technology,Information Technology Services,Science Applications Internatio
SAIL,Technology,Software - Infrastructure,"SailPoint, Inc."
SAM,Consumer Defensive,Beverages - Brewers,"Boston Beer Company, Inc. (The)"
SANM,Technology,Electronic Components,Sanmina Corporation
SARO,Industrials,Aerospace & Defense,"StandardAero, Inc."
SBAC,Real Estate,REIT - Specialty,SBA Communications Corporation
SBCF,Financial Services,Banks - Regional,Seacoast Banking Corporation of
SBET,Financial Services,Capital Markets,"SharpLink, Inc."
SBLK,Industrials,Marine Shipping,Star Bulk Carriers Corp.
SBRA,Real Estate,REIT - Healthcare Facilities,"Sabra Health Care REIT, Inc."
SBUX,Consumer Cyclical,Restaurants,Starbucks Corporation
SCCO,Basic Materials,Copper,Southern Copper Corporation
SCHW,Financial Services,Capital Markets,Charles Schwab Corporation (The
SCI,Consumer Cyclical,Personal Services,Service Corporation Internation
SDOT,Consumer Defensive,Farm Products,Sadot Group Inc.
SDRL,Energy,Oil & Gas Drilling,Seadrill Limited
SEB,Industrials,Conglomerates,Seaboard Corporation
SEDG,Technology,Solar,"SolarEdge Technologies, Inc."
SEI,Energy,Oil & Gas Equipment & Services,"Solaris Energy Infrastructure, "
SEIC,Financial Services,Asset Management,SEI Investments Company
SEZL,Financial Services,Credit Services,Sezzle Inc.
SF,Financial Services,Capital Markets,Stifel Financial Corporation
SFD,Consumer Defensive,Packaged Foods,"Smithfield Foods, Inc."
SFM,Consumer Defensive,Grocery Stores,"Sprouts Farmers Market, Inc."
SFNC,Financial Services,Banks - Regional,Simmons First National Corporat
SG,Consumer Cyclical,Restaurants,"Sweetgreen, Inc."
SGHC,Consumer Cyclical,Gambling,Super Group (SGHC) Limited
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Somnigroup International Inc.
SHAK,Consumer Cyclical,Restaurants,"Shake Shack, Inc."
SHAZ,Technology,Information Technology Services,"SharonAI Holdings, Inc."
SHC,Healthcare,Diagnostics & Research,Sotera Health Company
SHLS,Technology,Solar,"Shoals Technologies Group, Inc."
SHO,Real Estate,REIT - Hotel & Motel,"Sunstone Hotel Investors, Inc. "
SHOO,Consumer Cyclical,Footwear & Accessories,"Steven Madden, Ltd."
SHOP,Technology,Software - Application,Shopify Inc.
SHW,Basic Materials,Specialty Chemicals,Sherwin-Williams Company (The)
SIG,Consumer Cyclical,Luxury Goods,Signet Jewelers Limited
SIGI,Financial Services,Insurance - Property & Casualty,"Selective Insurance Group, Inc."
SIRI,Communication Services,Entertainment,SiriusXM Holdings Inc.
SITE,Industrials,Industrial Distribution,"SiteOne Landscape Supply, Inc."
SITM,Technology,Semiconductors,SiTime Corporation
SJM,Consumer Defensive,Packaged Foods,The J.M. Smucker Company
SKT,Real Estate,REIT - Retail,Tanger Inc.
SKWD,Financial Services,Insurance - Property & Casualty,Skyward Specialty Insurance Gro
SKY,Consumer Cyclical,Residential Construction,"Champion Homes, Inc."
SKYW,Industrials,Airlines,"SkyWest, Inc."
SLAB,Technology,Semiconductors,"Silicon Laboratories, Inc."
SLB,Energy,Oil & Gas Equipment & Services,SLB Limited
SLF,Financial Services,Insurance - Diversified,Sun Life Financial Inc.
SLG,Real Estate,REIT - Office,SL Green Realty Corp
SLGN,Consumer Cyclical,Packaging & Containers,Silgan Holdings Inc.
SLM,Financial Services,Credit Services,SLM Corporation
SLS,Healthcare,Biotechnology,"SELLAS Life Sciences Group, Inc"
SM,Energy,Oil & Gas E&P,SM Energy Company
SMCI,Technology,Computer Hardware,"Super Micro Computer, Inc."
SMG,Basic Materials,Agricultural Inputs,Scotts Miracle-Gro Company (The
SMMT,Healthcare,Biotechnology,Summit Therapeutics Inc.
SMR,Industrials,Specialty Industrial Machinery,NuScale Power Corporation
SMTC,Technology,Semiconductors,Semtech Corporation
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances","SharkNinja, Inc."
SNA,Industrials,Tools & Accessories,Snap-On Incorporated
SNDK,Technology,Computer Hardware,Sandisk Corporation
SNDR,Industrials,Trucking,"Schneider National, Inc."
SNDX,Healthcare,Biotechnology,"Syndax Pharmaceuticals, Inc."
SNEX,Financial Services,Capital Markets,StoneX Group Inc.
SNOW,Technology,Software - Application,Snowflake Inc.
SNPS,Technology,Software - Infrastructure,"Synopsys, Inc."
SNX,Technology,Electronics & Computer Distribution,TD SYNNEX Corporation
SO,Utilities,Utilities - Regulated Electric,Southern Company (The)
SOBO,Energy,Oil & Gas Midstream,South Bow Corporation
SOC,Energy,Oil & Gas Drilling,Sable Offshore Corp.
SOFI,Financial Services,Credit Services,"SoFi Technologies, Inc."
SOLS,Basic Materials,Specialty Chemicals,Solstice Advanced Materials Inc
SOLV,Healthcare,Medical Instruments & Supplies,Solventum Corporation
SON,Consumer Cyclical,Packaging & Containers,Sonoco Products Company
SONO,Technology,Consumer Electronics,"Sonos, Inc."
SOUN,Technology,Software - Application,"SoundHound AI, Inc."
SPCX,Industrials,Aerospace & Defense,Space Exploration Technologies 
SPG,Real Estate,REIT - Retail,"Simon Property Group, Inc."
SPGI,Financial Services,Financial Data & Stock Exchanges,S&P Global Inc.
SPHR,Communication Services,Entertainment,Sphere Entertainment Co.
SPOT,Communication Services,Internet Content & Information,Spotify Technology S.A.
SPSC,Technology,Software - Application,"SPS Commerce, Inc."
SPXC,Industrials,Building Products & Equipment,"SPX Technologies, Inc."
SR,Utilities,Utilities - Regulated Gas,Spire Inc.
SRAD,Technology,Software - Application,Sportradar Group AG
SRE,Utilities,Utilities - Diversified,DBA Sempra
SRPT,Healthcare,Biotechnology,"Sarepta Therapeutics, Inc."
SRRK,Healthcare,Biotechnology,Scholar Rock Holding Corporatio
SSB,Financial Services,Banks - Regional,SouthState Bank Corporation
SSD,Basic Materials,Lumber & Wood Production,"Simpson Manufacturing Company, "
SSNC,Technology,Software - Application,"SS&C Technologies Holdings, Inc"
SSRM,Basic Materials,Gold,SSR Mining Inc.
ST,Technology,Scientific & Technical Instruments,Sensata Technologies Holding pl
STAG,Real Estate,REIT - Industrial,"Stag Industrial, Inc."
STE,Healthcare,Medical Devices,STERIS plc (Ireland)
STEP,Financial Services,Asset Management,StepStone Group Inc.
STI,Industrials,Electrical Equipment & Parts,"Solidion Technology, Inc."
STLA,Consumer Cyclical,Auto Manufacturers,Stellantis N.V.
STLD,Basic Materials,Steel,"Steel Dynamics, Inc."
STM,Technology,Semiconductors,STMicroelectronics N.V.
STN,Industrials,Engineering & Construction,Stantec Inc
STNE,Technology,Software - Infrastructure,StoneCo Ltd.
STNG,Energy,Oil & Gas Midstream,Scorpio Tankers Inc.
STRL,Industrials,Engineering & Construction,"Sterling Infrastructure, Inc."
STT,Financial Services,Asset Management,State Street Corporation
STUB,Communication Services,Internet Content & Information,"StubHub Holdings, Inc."
STWD,Real Estate,REIT - Mortgage,"STARWOOD PROPERTY TRUST, INC. S"
STX,Technology,Computer Hardware,Seagate Technology Holdings PLC
STZ,Consumer Defensive,Beverages - Brewers,"Constellation Brands, Inc."
SU,Energy,Oil & Gas Integrated,Suncor Energy  Inc.
SUI,Real Estate,REIT - Residential,"Sun Communities, Inc."
SUNB,Industrials,Rental & Leasing Services,"Sunbelt Rentals Holdings, Inc."
SUNC,Energy,Oil & Gas Midstream,SunocoCorp LLC
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,"Supernus Pharmaceuticals, Inc."
SVM,Basic Materials,Silver,Silvercorp Metals Inc.
SW,Consumer Cyclical,Packaging & Containers,Smurfit WestRock plc
SWK,Industrials,Tools & Accessories,"Stanley Black & Decker, Inc."
SWKS,Technology,Semiconductors,"Skyworks Solutions, Inc."
SWX,Utilities,Utilities - Regulated Gas,"Southwest Gas Holdings, Inc."
SXI,Industrials,Specialty Industrial Machinery,Standex International Corporati
SXT,Basic Materials,Specialty Chemicals,Sensient Technologies Corporati
SYF,Financial Services,Credit Services,Synchrony Financial
SYK,Healthcare,Medical Devices,Stryker Corporation
SYM,Industrials,Specialty Industrial Machinery,Symbotic Inc.
SYNA,Technology,Semiconductors,Synaptics Incorporated
SYRE,Healthcare,Biotechnology,"Spyre Therapeutics, Inc."
SYY,Consumer Defensive,Food Distribution,Sysco Corporation
T,Communication Services,Telecom Services,AT&T Inc.
TAP,Consumer Defensive,Beverages - Brewers,Molson Coors Beverage Company
TARS,Healthcare,Biotechnology,"Tarsus Pharmaceuticals, Inc."
TBBB,Consumer Defensive,Discount Stores,BBB Foods Inc.
TCBI,Financial Services,Banks - Regional,"Texas Capital Bancshares, Inc."
TD,Financial Services,Banks - Diversified,Toronto Dominion Bank (The)
TDC,Technology,Software - Infrastructure,Teradata Corporation
TDG,Industrials,Aerospace & Defense,Transdigm Group Incorporated
TDOC,Healthcare,Health Information Services,"Teladoc Health, Inc."
TDS,Communication Services,Telecom Services,"Telephone and Data Systems, Inc"
TDW,Energy,Oil & Gas Equipment & Services,Tidewater Inc.
TDY,Technology,Scientific & Technical Instruments,Teledyne Technologies Incorpora
TEAM,Technology,Software - Application,Atlassian Corporation
TECH,Healthcare,Biotechnology,Bio-Techne Corp
TECK,Basic Materials,Copper,Teck Resources Ltd
TEL,Technology,Electronic Components,TE Connectivity plc
TEM,Healthcare,Health Information Services,"Tempus AI, Inc."
TENB,Technology,Software - Infrastructure,"Tenable Holdings, Inc."
TER,Technology,Semiconductor Equipment & Materials,"Teradyne, Inc."
TEX,Industrials,Farm & Heavy Construction Machinery,Terex Corporation
TFC,Financial Services,Banks - Regional,Truist Financial Corporation
TFII,Industrials,Trucking,TFI International Inc.
TFX,Healthcare,Medical Instruments & Supplies,Teleflex Incorporated
TGB,Basic Materials,Copper,Trekor Metals Limited
TGT,Consumer Defensive,Discount Stores,Target Corporation
TGTX,Healthcare,Biotechnology,"TG Therapeutics, Inc."
THC,Healthcare,Medical Care Facilities,Tenet Healthcare Corporation
THG,Financial Services,Insurance - Property & Casualty,Hanover Insurance Group Inc
THO,Consumer Cyclical,Recreational Vehicles,"Thor Industries, Inc."
TIGO,Communication Services,Telecom Services,Millicom International Cellular
TJX,Consumer Cyclical,Apparel Retail,"TJX Companies, Inc. (The)"
TKO,Communication Services,Entertainment,"TKO Group Holdings, Inc."
TKR,Industrials,Tools & Accessories,Timken Company (The)
TLN,Utilities,Utilities - Independent Power Producers,Talen Energy Corporation
TMDX,Healthcare,Medical Devices,"TransMedics Group, Inc."
TMO,Healthcare,Diagnostics & Research,Thermo Fisher Scientific Inc
TMUS,Communication Services,Telecom Services,"T-Mobile US, Inc."
TNDM,Healthcare,Medical Devices,"Tandem Diabetes Care, Inc."
TNGX,Healthcare,Biotechnology,"Tango Therapeutics, Inc."
TNL,Consumer Cyclical,Travel Services,Travel   Leisure Co.
TOL,Consumer Cyclical,Residential Construction,"Toll Brothers, Inc."
TOST,Technology,Software - Infrastructure,"Toast, Inc."
TPB,Consumer Defensive,Tobacco,"Turning Point Brands, Inc."
TPC,Industrials,Engineering & Construction,Tutor Perini Corporation
TPG,Financial Services,Asset Management,TPG Inc.
TPL,Energy,Oil & Gas E&P,Texas Pacific Land Corporation
TPR,Consumer Cyclical,Luxury Goods,"Tapestry, Inc."
TREX,Industrials,Building Products & Equipment,"Trex Company, Inc."
TRGP,Energy,Oil & Gas Midstream,"Targa Resources, Inc."
TRI,Industrials,Specialty Business Services,Thomson Reuters Corp
TRIP,Consumer Cyclical,Travel Services,"TripAdvisor, Inc."
TRMB,Technology,Scientific & Technical Instruments,Trimble Inc.
TRNO,Real Estate,REIT - Industrial,Terreno Realty Corporation
TROW,Financial Services,Asset Management,"T. Rowe Price Group, Inc."
TRP,Energy,Oil & Gas Midstream,TC Energy Corporation
TRU,Financial Services,Financial Data & Stock Exchanges,TransUnion
TRV,Financial Services,Insurance - Property & Casualty,"The Travelers Companies, Inc."
TRVI,Healthcare,Biotechnology,"Trevi Therapeutics, Inc."
TSCO,Consumer Cyclical,Specialty Retail,Tractor Supply Company
TSEM,Technology,Semiconductors,Tower Semiconductor Ltd.
TSLA,Consumer Cyclical,Auto Manufacturers,"Tesla, Inc."
TSN,Consumer Defensive,Farm Products,"Tyson Foods, Inc."
TT,Industrials,Building Products & Equipment,Trane Technologies plc
TTAN,Technology,Software - Application,"ServiceTitan, Inc."
TTC,Industrials,Tools & Accessories,Toro Company (The)
TTD,Communication Services,Advertising Agencies,"The Trade Desk, Inc."
TTE,Energy,Oil & Gas Integrated,TotalEnergies SE
TTEK,Industrials,Engineering & Construction,"Tetra Tech, Inc."
TTMI,Technology,Electronic Components,"TTM Technologies, Inc."
TTWO,Communication Services,Electronic Gaming & Multimedia,"Take-Two Interactive Software, "
TU,Communication Services,Telecom Services,Telus Corporation
UHS,Healthcare,Medical Care Facilities,"Universal Health Services, Inc."
UI,Technology,Communication Equipment,Ubiquiti Inc.
ULS,Industrials,Specialty Business Services,UL Solutions Inc.
ULTA,Consumer Cyclical,Specialty Retail,"Ulta Beauty, Inc."
UMAC,Technology,Computer Hardware,"Unusual Machines, Inc."
UMBF,Financial Services,Banks - Regional,UMB Financial Corporation
UNF,Industrials,Specialty Business Services,Unifirst Corporation
UNFI,Consumer Defensive,Food Distribution,"United Natural Foods, Inc."
UNH,Healthcare,Healthcare Plans,UnitedHealth Group Incorporated
UNM,Financial Services,Insurance - Life,Unum Group
UNP,Industrials,Railroads,Union Pacific Corporation
UPS,Industrials,Integrated Freight & Logistics,"United Parcel Service, Inc."
UPST,Financial Services,Credit Services,"Upstart Holdings, Inc."
URBN,Consumer Cyclical,Apparel Retail,"Urban Outfitters, Inc."
URI,Industrials,Rental & Leasing Services,"United Rentals, Inc."
USAR,Basic Materials,Other Industrial Metals & Mining,"USA Rare Earth, Inc."
USB,Financial Services,Banks - Regional,U.S. Bancorp
USFD,Consumer Defensive,Food Distribution,US Foods Holding Corp.
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,United Therapeutics Corporation
UTI,Consumer Defensive,Education & Training Services,Universal Technical Institute I
UTZ,Consumer Defensive,Packaged Foods,Utz Brands Inc
UUUU,Energy,Uranium,Energy Fuels Inc
V,Financial Services,Credit Services,Visa Inc.
VAC,Consumer Cyclical,Resorts & Casinos,Marriott Vacations Worldwide Co
VAL,Energy,Oil & Gas Drilling,Valaris Limited
VC,Consumer Cyclical,Auto Parts,Visteon Corporation
VCTR,Financial Services,Asset Management,"Victory Capital Holdings, Inc. "
VCX,Financial Services,Asset Management,
VCYT,Healthcare,Diagnostics & Research,"Veracyte, Inc."
VECO,Technology,Semiconductor Equipment & Materials,Veeco Instruments Inc.
VEEE,Consumer Cyclical,Recreational Vehicles,Twin Vee PowerCats Co.
VEEV,Healthcare,Health Information Services,Veeva Systems Inc.
VELO,Technology,Computer Hardware,"Velo3D, Inc."
VERA,Healthcare,Biotechnology,"Vera Therapeutics, Inc."
VFC,Consumer Cyclical,Apparel Manufacturing,V.F. Corporation
VG,Energy,Oil & Gas Midstream,"Venture Global, Inc."
VGNT,Consumer Cyclical,Auto Parts,Versigent PLC
VIAV,Technology,Communication Equipment,Viavi Solutions Inc.
VICI,Real Estate,REIT - Diversified,VICI Properties Inc.
VICR,Technology,Electronic Components,Vicor Corporation
VIK,Consumer Cyclical,Travel Services,Viking Holdings Ltd
VIRT,Financial Services,Capital Markets,"Virtu Financial, Inc."
VISN,Technology,Communication Equipment,"Vistance Networks, Inc."
VKTX,Healthcare,Biotechnology,"Viking Therapeutics, Inc."
VLO,Energy,Oil & Gas Refining & Marketing,Valero Energy Corporation
VLTO,Industrials,Pollution & Treatment Controls,Veralto Corp
VLY,Financial Services,Banks - Regional,Valley National Bancorp
VMC,Basic Materials,Building Materials,Vulcan Materials Company (Holdi
VMI,Industrials,Conglomerates,"Valmont Industries, Inc."
VNO,Real Estate,REIT - Office,Vornado Realty Trust
VNOM,Energy,Oil & Gas Midstream,"Viper Energy, Inc."
VNT,Technology,Scientific & Technical Instruments,Vontier Corporation
VOYA,Financial Services,Financial Conglomerates,"Voya Financial, Inc."
VOYG,Industrials,Aerospace & Defense,"Voyager Technologies, Inc."
VPG,Technology,Scientific & Technical Instruments,"Vishay Precision Group, Inc."
VRDN,Healthcare,Biotechnology,"Viridian Therapeutics, Inc."
VRNS,Technology,Software - Infrastructure,"Varonis Systems, Inc."
VRRM,Technology,Information Technology Services,Verra Mobility Corporation
VRSK,Industrials,Consulting Services,"Verisk Analytics, Inc."
VRSN,Technology,Software - Infrastructure,"VeriSign, Inc."
VRT,Industrials,Electrical Equipment & Parts,"Vertiv Holdings, LLC"
VRTX,Healthcare,Biotechnology,Vertex Pharmaceuticals Incorpor
VSAT,Technology,Communication Equipment,"ViaSat, Inc."
VSEC,Industrials,Aerospace & Defense,VSE Corporation
VSH,Technology,Semiconductors,"Vishay Intertechnology, Inc."
VSNT,Communication Services,Entertainment,"Versant Media Group, Inc."
VST,Utilities,Utilities - Independent Power Producers,Vistra Corp.
VSXY,Consumer Cyclical,Apparel Retail,Victorias Secret & Co.
VTR,Real Estate,REIT - Healthcare Facilities,"Ventas, Inc."
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,Viatris Inc.
VVV,Consumer Cyclical,Auto & Truck Dealerships,Valvoline Inc.
VVX,Industrials,Aerospace & Defense,"V2X, Inc."
VZ,Communication Services,Telecom Services,Verizon Communications Inc.
W,Consumer Cyclical,Internet Retail,Wayfair Inc.
WAB,Industrials,Railroads,Westinghouse Air Brake Technolo
WAL,Financial Services,Banks - Regional,Western Alliance Bancorporation
WAT,Healthcare,Diagnostics & Research,Waters Corporation
WAY,Healthcare,Health Information Services,Waystar Holding Corp.
WBD,Communication Services,Entertainment,"Warner Bros. Discovery, Inc. - "
WBI,Energy,Oil & Gas Equipment & Services,WaterBridge Infrastructure LLC
WBS,Financial Services,Banks - Regional,Webster Financial Corporation
WCC,Industrials,Industrial Distribution,"WESCO International, Inc."
WCN,Industrials,Waste Management,"Waste Connections, Inc."
WDAY,Technology,Software - Application,"Workday, Inc."
WDC,Technology,Computer Hardware,Western Digital Corporation
WDFC,Basic Materials,Specialty Chemicals,WD-40 Company
WEC,Utilities,Utilities - Regulated Electric,"WEC Energy Group, Inc."
WELL,Real Estate,REIT - Healthcare Facilities,Welltower Inc.
WEN,Consumer Cyclical,Restaurants,Wendy's Company (The)
WERN,Industrials,Trucking,"Werner Enterprises, Inc."
WES,Energy,Oil & Gas Midstream,"Western Midstream Partners, LP"
WEX,Technology,Software - Infrastructure,WEX Inc.
WFC,Financial Services,Banks - Diversified,Wells Fargo & Company
WFRD,Energy,Oil & Gas Equipment & Services,Weatherford International plc
WGS,Healthcare,Diagnostics & Research,GeneDx Holdings Corp.
WH,Consumer Cyclical,Lodging,"Wyndham Hotels & Resorts, Inc."
WHD,Energy,Oil & Gas Equipment & Services,"Cactus, Inc. Class A Common Sto"
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Whirlpool Corporation
WING,Consumer Cyclical,Restaurants,Wingstop Inc.
