number,ticker,cp,entry_date,expiration,strike,open_entry,delta_entry,underlying_at_exp,exit_intrinsic,profit,return_pct
1,NVDA,C,2024-01-08,2024-01-19,240.0,273.95,1.0,594.91,354.91,8096.0,29.6
1,NVDA,C,2024-01-08,2024-01-19,245.0,267.2,1.0,594.91,349.91,8271.0,31.0
1,NVDA,C,2024-01-08,2024-01-19,250.0,250.0,1.0,594.91,344.91,9491.0,38.0
1,NVDA,C,2024-01-08,2024-01-19,255.0,265.0,1.0,594.91,339.91,7491.0,28.3
1,NVDA,C,2024-01-08,2024-01-19,260.0,245.0,1.0,594.91,334.91,8991.0,36.7
1,NVDA,C,2024-01-08,2024-01-19,265.0,230.4,1.0,594.91,329.91,9951.0,43.2
1,NVDA,C,2024-01-08,2024-01-19,270.0,245.0,1.0,594.91,324.91,7991.0,32.6
1,NVDA,C,2024-01-08,2024-01-19,275.0,238.95,1.0,594.91,319.91,8096.0,33.9
1,NVDA,C,2024-01-08,2024-01-19,280.0,220.45,1.0,594.91,314.91,9446.0,42.8
1,NVDA,C,2024-01-08,2024-01-19,285.0,230.0,1.0,594.91,309.91,7991.0,34.7
1,NVDA,C,2024-01-08,2024-01-19,290.0,215.05,1.0,594.91,304.91,8986.0,41.8
1,NVDA,C,2024-01-08,2024-01-19,295.0,216.81,1.0,594.91,299.91,8310.0,38.3
1,NVDA,C,2024-01-08,2024-01-19,300.0,195.87,1.0,594.91,294.91,9904.0,50.6
1,NVDA,C,2024-01-08,2024-01-19,305.0,206.01,1.0,594.91,289.91,8390.0,40.7
1,NVDA,C,2024-01-08,2024-01-19,310.0,189.5,1.0,594.91,284.91,9541.0,50.3
1,NVDA,C,2024-01-08,2024-01-19,315.0,199.5,1.0,594.91,279.91,8041.0,40.3
1,NVDA,C,2024-01-08,2024-01-19,320.0,175.65,1.0,594.91,274.91,9926.0,56.5
1,NVDA,C,2024-01-08,2024-01-19,325.0,184.53,1.0,594.91,269.91,8538.0,46.3
1,NVDA,C,2024-01-08,2024-01-19,330.0,188.0,1.0,594.91,264.91,7691.0,40.9
1,NVDA,C,2024-01-08,2024-01-19,335.0,183.3,1.0,594.91,259.91,7661.0,41.8
1,NVDA,C,2024-01-08,2024-01-19,340.0,175.07,1.0,594.91,254.91,7984.0,45.6
1,NVDA,C,2024-01-08,2024-01-19,345.0,155.0,1.0,594.91,249.91,9491.0,61.2
1,NVDA,C,2024-01-08,2024-01-19,350.0,149.5,1.0,594.91,244.91,9541.0,63.8
1,NVDA,C,2024-01-08,2024-01-19,355.0,154.61,1.0,594.91,239.91,8530.0,55.2
1,NVDA,C,2024-01-08,2024-01-19,360.0,149.5,1.0,594.91,234.91,8541.0,57.1
1,NVDA,C,2024-01-08,2024-01-19,365.0,145.3,1.0,594.91,229.91,8461.0,58.2
1,NVDA,C,2024-01-08,2024-01-19,370.0,148.37,1.0,594.91,224.91,7654.0,51.6
1,NVDA,C,2024-01-08,2024-01-19,375.0,137.7,1.0,594.91,219.91,8221.0,59.7
1,NVDA,C,2024-01-08,2024-01-19,380.0,130.1,1.0,594.91,214.91,8481.0,65.2
1,NVDA,C,2024-01-08,2024-01-19,385.0,129.1,1.0,594.91,209.91,8081.0,62.6
1,NVDA,C,2024-01-08,2024-01-19,390.0,124.17,1.0,594.91,204.91,8074.0,65.0
1,NVDA,C,2024-01-08,2024-01-19,395.0,120.25,0.9999,594.91,199.91,7966.0,66.2
1,NVDA,C,2024-01-08,2024-01-19,400.0,97.6,0.9999,594.91,194.91,9731.0,99.7
1,NVDA,C,2024-01-08,2024-01-19,405.0,91.25,0.9997,594.91,189.91,9866.0,108.1
1,NVDA,C,2024-01-08,2024-01-19,410.0,103.33,0.9995,594.91,184.91,8158.0,79.0
1,NVDA,C,2024-01-08,2024-01-19,415.0,81.35,0.9991,594.91,179.91,9856.0,121.2
1,NVDA,C,2024-01-08,2024-01-19,420.0,76.25,0.9984,594.91,174.91,9866.0,129.4
1,NVDA,C,2024-01-08,2024-01-19,425.0,70.7,0.9974,594.91,169.91,9921.0,140.3
1,NVDA,C,2024-01-08,2024-01-19,430.0,67.15,0.9957,594.91,164.91,9776.0,145.6
1,NVDA,C,2024-01-08,2024-01-19,435.0,61.03,0.9933,594.91,159.91,9888.0,162.0
1,NVDA,C,2024-01-08,2024-01-19,440.0,56.75,0.9905,594.91,154.91,9816.0,173.0
1,NVDA,C,2024-01-08,2024-01-19,442.5,73.4,0.9888,594.91,152.41,7901.0,107.6
1,NVDA,C,2024-01-08,2024-01-19,445.0,52.0,0.9869,594.91,149.91,9791.0,188.3
1,NVDA,C,2024-01-08,2024-01-19,447.5,70.8,0.9849,594.91,147.41,7661.0,108.2
1,NVDA,C,2024-01-08,2024-01-19,450.0,50.86,0.9825,594.91,144.91,9405.0,184.9
1,NVDA,C,2024-01-08,2024-01-19,455.0,42.21,0.9769,594.91,139.91,9770.0,231.5
1,NVDA,C,2024-01-08,2024-01-19,457.5,56.53,0.9735,594.91,137.41,8088.0,143.1
1,NVDA,C,2024-01-08,2024-01-19,460.0,38.82,0.9698,594.91,134.91,9609.0,247.5
1,NVDA,C,2024-01-08,2024-01-19,462.5,49.45,0.9656,594.91,132.41,8296.0,167.8
1,NVDA,C,2024-01-08,2024-01-19,465.0,33.15,0.9612,594.91,129.91,9676.0,291.9
1,NVDA,C,2024-01-08,2024-01-19,467.5,38.23,0.9558,594.91,127.41,8918.0,233.3
1,NVDA,C,2024-01-08,2024-01-19,470.0,28.99,0.9501,594.91,124.91,9592.0,330.9
1,NVDA,C,2024-01-08,2024-01-19,472.5,26.97,0.9436,594.91,122.41,9544.0,353.9
1,NVDA,C,2024-01-08,2024-01-19,475.0,24.74,0.9361,594.91,119.91,9517.0,384.7
1,NVDA,C,2024-01-08,2024-01-19,477.5,26.0,0.9277,594.91,117.41,9141.0,351.6
1,NVDA,C,2024-01-08,2024-01-19,480.0,21.25,0.918,594.91,114.91,9366.0,440.8
1,NVDA,C,2024-01-08,2024-01-19,482.5,21.8,0.9069,594.91,112.41,9061.0,415.6
1,NVDA,C,2024-01-08,2024-01-19,485.0,17.66,0.8941,594.91,109.91,9225.0,522.4
1,NVDA,C,2024-01-08,2024-01-19,487.5,16.08,0.8798,594.91,107.41,9133.0,568.0
1,NVDA,C,2024-01-08,2024-01-19,490.0,14.4,0.8631,594.91,104.91,9051.0,628.5
1,NVDA,C,2024-01-08,2024-01-19,492.5,12.95,0.8443,594.91,102.41,8946.0,690.8
1,NVDA,C,2024-01-08,2024-01-19,495.0,11.75,0.8234,594.91,99.91,8816.0,750.3
1,NVDA,C,2024-01-08,2024-01-19,497.5,10.35,0.8002,594.91,97.41,8706.0,841.2
1,NVDA,C,2024-01-08,2024-01-19,500.0,9.3,0.7751,594.91,94.91,8561.0,920.5
1,NVDA,C,2024-01-08,2024-01-19,502.5,8.32,0.7479,594.91,92.41,8409.0,1010.7
1,NVDA,C,2024-01-08,2024-01-19,505.0,7.3,0.7188,594.91,89.91,8261.0,1131.6
1,NVDA,C,2024-01-08,2024-01-19,507.5,6.48,0.6882,594.91,87.41,8093.0,1248.9
1,NVDA,C,2024-01-08,2024-01-19,510.0,5.7,0.6565,594.91,84.91,7921.0,1389.6
1,NVDA,C,2024-01-08,2024-01-19,512.5,4.9,0.6238,594.91,82.41,7751.0,1581.8
1,NVDA,C,2024-01-08,2024-01-19,515.0,4.32,0.5906,594.91,79.91,7559.0,1749.8
1,NVDA,C,2024-01-08,2024-01-19,517.5,3.78,0.5568,594.91,77.41,7363.0,1947.9
1,NVDA,C,2024-01-08,2024-01-19,520.0,3.3,0.5229,594.91,74.91,7161.0,2170.0
1,NVDA,C,2024-01-08,2024-01-19,522.5,2.74,0.4888,594.91,72.41,6967.0,2542.7
1,NVDA,C,2024-01-08,2024-01-19,525.0,2.41,0.455,594.91,69.91,6750.0,2800.8
1,NVDA,C,2024-01-08,2024-01-19,527.5,1.99,0.4215,594.91,67.41,6542.0,3287.4
1,NVDA,C,2024-01-08,2024-01-19,530.0,1.78,0.3886,594.91,64.91,6313.0,3546.6
1,NVDA,C,2024-01-08,2024-01-19,532.5,1.46,0.3565,594.91,62.41,6095.0,4174.7
1,NVDA,C,2024-01-08,2024-01-19,535.0,1.29,0.3256,594.91,59.91,5862.0,4544.2
1,NVDA,C,2024-01-08,2024-01-19,537.5,1.11,0.2959,594.91,57.41,5630.0,5072.1
1,NVDA,C,2024-01-08,2024-01-19,540.0,0.98,0.268,594.91,54.91,5393.0,5503.1
1,NVDA,C,2024-01-08,2024-01-19,542.5,0.84,0.2422,594.91,52.41,5157.0,6139.3
1,NVDA,C,2024-01-08,2024-01-19,545.0,0.83,0.2183,594.91,49.91,4908.0,5913.3
1,NVDA,C,2024-01-08,2024-01-19,547.5,1.2,0.1964,594.91,47.41,4621.0,3850.8
1,NVDA,C,2024-01-08,2024-01-19,550.0,0.51,0.1764,594.91,44.91,4440.0,8705.9
1,NVDA,C,2024-01-08,2024-01-19,552.5,0.44,0.1589,594.91,42.41,4197.0,9538.6
1,NVDA,C,2024-01-08,2024-01-19,555.0,0.56,0.1432,594.91,39.91,3935.0,7026.8
1,NVDA,C,2024-01-08,2024-01-19,557.5,0.57,0.1287,594.91,37.41,3684.0,6463.2
1,NVDA,C,2024-01-08,2024-01-19,560.0,0.42,0.1166,594.91,34.91,3449.0,8211.9
1,NVDA,C,2024-01-08,2024-01-19,562.5,0.28,0.1055,594.91,32.41,3213.0,11475.0
1,NVDA,C,2024-01-08,2024-01-19,565.0,0.4,0.0957,594.91,29.91,2951.0,7377.5
1,NVDA,C,2024-01-08,2024-01-19,567.5,0.23,0.0869,594.91,27.41,2718.0,11817.4
1,NVDA,C,2024-01-08,2024-01-19,570.0,0.2,0.079,594.91,24.91,2471.0,12355.0
1,NVDA,C,2024-01-08,2024-01-19,572.5,0.34,0.0721,594.91,22.41,2207.0,6491.2
1,NVDA,C,2024-01-08,2024-01-19,575.0,0.15,0.0659,594.91,19.91,1976.0,13173.3
1,NVDA,C,2024-01-08,2024-01-19,577.5,0.21,0.0599,594.91,17.41,1720.0,8190.5
1,NVDA,C,2024-01-08,2024-01-19,580.0,0.21,0.0548,594.91,14.91,1470.0,7000.0
1,NVDA,C,2024-01-08,2024-01-19,582.5,0.32,0.05,594.91,12.41,1209.0,3778.1
1,NVDA,C,2024-01-08,2024-01-19,585.0,0.24,0.0458,594.91,9.91,967.0,4029.2
1,NVDA,C,2024-01-08,2024-01-19,587.5,0.16,0.0416,594.91,7.41,725.0,4531.2
1,NVDA,C,2024-01-08,2024-01-19,590.0,0.08,0.0381,594.91,4.91,483.0,6037.5
1,NVDA,C,2024-01-08,2024-01-19,592.5,0.38,0.0348,594.91,2.41,203.0,534.2
1,NVDA,C,2024-01-08,2024-01-19,595.0,0.1,0.0317,594.91,0.0,-10.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,597.5,0.22,0.0289,594.91,0.0,-22.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,600.0,0.06,0.0261,594.91,0.0,-6.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,605.0,0.08,0.0216,594.91,0.0,-8.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,610.0,0.11,0.018,594.91,0.0,-11.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,615.0,0.11,0.0146,594.91,0.0,-11.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,620.0,0.05,0.0118,594.91,0.0,-5.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,625.0,0.06,0.0096,594.91,0.0,-6.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,630.0,0.07,0.0073,594.91,0.0,-7.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,635.0,0.04,0.0054,594.91,0.0,-4.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,640.0,0.04,0.004,594.91,0.0,-4.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,645.0,0.03,0.0029,594.91,0.0,-3.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,650.0,0.02,0.0021,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,655.0,0.02,0.0015,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,660.0,0.02,0.0011,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,665.0,0.03,0.0008,594.91,0.0,-3.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,670.0,0.02,0.0006,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,675.0,0.02,0.0004,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,680.0,0.02,0.0003,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,685.0,0.01,0.0002,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,690.0,0.02,0.0001,594.91,0.0,-2.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,695.0,0.01,0.0001,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,700.0,0.01,0.0001,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,705.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,710.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,715.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,720.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,730.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,760.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,950.0,0.01,0.0,594.91,0.0,-1.0,-100.0
1,NVDA,C,2024-01-08,2024-01-19,1000.0,0.01,0.0,594.91,0.0,-1.0,-100.0
2,SMCI,C,2024-01-19,2024-01-26,267.5,131.9,0.9998,474.15,206.65,7475.0,56.7
2,SMCI,C,2024-01-19,2024-01-26,270.0,116.07,0.9998,474.15,204.15,8808.0,75.9
2,SMCI,C,2024-01-19,2024-01-26,275.0,110.42,0.9996,474.15,199.15,8873.0,80.4
2,SMCI,C,2024-01-19,2024-01-26,280.0,125.9,0.9993,474.15,194.15,6825.0,54.2
2,SMCI,C,2024-01-19,2024-01-26,285.0,80.7,0.9989,474.15,189.15,10845.0,134.4
2,SMCI,C,2024-01-19,2024-01-26,290.0,51.45,0.9984,474.15,184.15,13270.0,257.9
2,SMCI,C,2024-01-19,2024-01-26,295.0,67.1,0.9975,474.15,179.15,11205.0,167.0
2,SMCI,C,2024-01-19,2024-01-26,297.5,66.2,0.997,474.15,176.65,11045.0,166.8
2,SMCI,C,2024-01-19,2024-01-26,300.0,42.0,0.9963,474.15,174.15,13215.0,314.6
2,SMCI,C,2024-01-19,2024-01-26,305.0,38.11,0.9947,474.15,169.15,13104.0,343.8
2,SMCI,C,2024-01-19,2024-01-26,307.5,56.0,0.9939,474.15,166.65,11065.0,197.6
2,SMCI,C,2024-01-19,2024-01-26,310.0,34.3,0.9925,474.15,164.15,12985.0,378.6
2,SMCI,C,2024-01-19,2024-01-26,312.5,29.6,0.9914,474.15,161.65,13205.0,446.1
2,SMCI,C,2024-01-19,2024-01-26,315.0,34.2,0.9899,474.15,159.15,12495.0,365.4
2,SMCI,C,2024-01-19,2024-01-26,317.5,30.75,0.9883,474.15,156.65,12590.0,409.4
2,SMCI,C,2024-01-19,2024-01-26,320.0,27.0,0.987,474.15,154.15,12715.0,470.9
2,SMCI,C,2024-01-19,2024-01-26,322.5,24.31,0.9851,474.15,151.65,12734.0,523.8
2,SMCI,C,2024-01-19,2024-01-26,325.0,22.0,0.9834,474.15,149.15,12715.0,578.0
2,SMCI,C,2024-01-19,2024-01-26,327.5,25.1,0.981,474.15,146.65,12155.0,484.3
2,SMCI,C,2024-01-19,2024-01-26,330.0,23.5,0.9787,474.15,144.15,12065.0,513.4
2,SMCI,C,2024-01-19,2024-01-26,332.5,29.21,0.9762,474.15,141.65,11244.0,384.9
2,SMCI,C,2024-01-19,2024-01-26,335.0,20.4,0.9734,474.15,139.15,11875.0,582.1
2,SMCI,C,2024-01-19,2024-01-26,337.5,21.0,0.9707,474.15,136.65,11565.0,550.7
2,SMCI,C,2024-01-19,2024-01-26,340.0,19.0,0.967,474.15,134.15,11515.0,606.1
2,SMCI,C,2024-01-19,2024-01-26,342.5,14.16,0.9635,474.15,131.65,11749.0,829.7
2,SMCI,C,2024-01-19,2024-01-26,345.0,14.5,0.9596,474.15,129.15,11465.0,790.7
2,SMCI,C,2024-01-19,2024-01-26,347.5,11.0,0.9544,474.15,126.65,11565.0,1051.4
2,SMCI,C,2024-01-19,2024-01-26,350.0,11.3,0.9503,474.15,124.15,11285.0,998.7
2,SMCI,C,2024-01-19,2024-01-26,352.5,8.3,0.9459,474.15,121.65,11335.0,1365.7
2,SMCI,C,2024-01-19,2024-01-26,355.0,11.0,0.9407,474.15,119.15,10815.0,983.2
2,SMCI,C,2024-01-19,2024-01-26,357.5,9.7,0.9347,474.15,116.65,10695.0,1102.6
2,SMCI,C,2024-01-19,2024-01-26,360.0,11.0,0.9285,474.15,114.15,10315.0,937.7
2,SMCI,C,2024-01-19,2024-01-26,362.5,5.5,0.9217,474.15,111.65,10615.0,1930.0
2,SMCI,C,2024-01-19,2024-01-26,365.0,7.9,0.9145,474.15,109.15,10125.0,1281.6
2,SMCI,C,2024-01-19,2024-01-26,367.5,3.2,0.9065,474.15,106.65,10345.0,3232.8
2,SMCI,C,2024-01-19,2024-01-26,370.0,6.0,0.8979,474.15,104.15,9815.0,1635.8
2,SMCI,C,2024-01-19,2024-01-26,375.0,4.8,0.8781,474.15,99.15,9435.0,1965.6
2,SMCI,C,2024-01-19,2024-01-26,380.0,4.0,0.8544,474.15,94.15,9015.0,2253.7
2,SMCI,C,2024-01-19,2024-01-26,385.0,3.1,0.8271,474.15,89.15,8605.0,2775.8
2,SMCI,C,2024-01-19,2024-01-26,390.0,2.95,0.7957,474.15,84.15,8120.0,2752.5
2,SMCI,C,2024-01-19,2024-01-26,395.0,3.0,0.7606,474.15,79.15,7615.0,2538.3
2,SMCI,C,2024-01-19,2024-01-26,400.0,2.0,0.7225,474.15,74.15,7215.0,3607.5
2,SMCI,C,2024-01-19,2024-01-26,405.0,3.4,0.6822,474.15,69.15,6575.0,1933.8
2,SMCI,C,2024-01-19,2024-01-26,410.0,1.5,0.6404,474.15,64.15,6265.0,4176.7
2,SMCI,C,2024-01-19,2024-01-26,420.0,0.65,0.5562,474.15,54.15,5350.0,8230.8
2,SMCI,C,2024-01-19,2024-01-26,430.0,1.69,0.4754,474.15,44.15,4246.0,2512.4
2,SMCI,C,2024-01-19,2024-01-26,440.0,0.5,0.4007,474.15,34.15,3365.0,6730.0
2,SMCI,C,2024-01-19,2024-01-26,450.0,0.5,0.3337,474.15,24.15,2365.0,4730.0
2,SMCI,C,2024-01-19,2024-01-26,460.0,1.7,0.2754,474.15,14.15,1245.0,732.4
2,SMCI,C,2024-01-19,2024-01-26,470.0,0.9,0.2257,474.15,4.15,325.0,361.1
2,SMCI,C,2024-01-19,2024-01-26,480.0,0.85,0.1841,474.15,0.0,-85.0,-100.0
2,SMCI,C,2024-01-19,2024-01-26,490.0,0.95,0.1498,474.15,0.0,-95.0,-100.0
2,SMCI,C,2024-01-19,2024-01-26,500.0,0.33,0.1221,474.15,0.0,-33.0,-100.0
2,SMCI,C,2024-01-19,2024-01-26,510.0,0.7,0.0993,474.15,0.0,-70.0,-100.0
2,SMCI,C,2024-01-19,2024-01-26,520.0,0.45,0.0807,474.15,0.0,-45.0,-100.0
3,MSTR,C,2024-02-08,2024-02-16,385.0,194.0,0.9998,699.56,314.56,12056.0,62.1
3,MSTR,C,2024-02-08,2024-02-16,430.0,141.7,0.9956,699.56,269.56,12786.0,90.2
3,MSTR,C,2024-02-08,2024-02-16,440.0,136.15,0.9924,699.56,259.56,12341.0,90.6
3,MSTR,C,2024-02-08,2024-02-16,445.0,131.27,0.9903,699.56,254.56,12329.0,93.9
3,MSTR,C,2024-02-08,2024-02-16,450.0,78.44,0.9876,699.56,249.56,17112.0,218.2
3,MSTR,C,2024-02-08,2024-02-16,455.0,91.15,0.9845,699.56,244.56,15341.0,168.3
3,MSTR,C,2024-02-08,2024-02-16,460.0,80.0,0.9806,699.56,239.56,15956.0,199.4
3,MSTR,C,2024-02-08,2024-02-16,470.0,107.47,0.9707,699.56,229.56,12209.0,113.6
3,MSTR,C,2024-02-08,2024-02-16,475.0,55.0,0.9645,699.56,224.56,16956.0,308.3
3,MSTR,C,2024-02-08,2024-02-16,480.0,55.0,0.9573,699.56,219.56,16456.0,299.2
3,MSTR,C,2024-02-08,2024-02-16,485.0,61.0,0.9493,699.56,214.56,15356.0,251.7
3,MSTR,C,2024-02-08,2024-02-16,490.0,50.0,0.9399,699.56,209.56,15956.0,319.1
3,MSTR,C,2024-02-08,2024-02-16,495.0,48.0,0.9299,699.56,204.56,15656.0,326.2
3,MSTR,C,2024-02-08,2024-02-16,500.0,40.05,0.9184,699.56,199.56,15951.0,398.3
3,MSTR,C,2024-02-08,2024-02-16,505.0,33.52,0.9057,699.56,194.56,16104.0,480.4
3,MSTR,C,2024-02-08,2024-02-16,510.0,32.55,0.8919,699.56,189.56,15701.0,482.4
3,MSTR,C,2024-02-08,2024-02-16,515.0,30.4,0.8771,699.56,184.56,15416.0,507.1
3,MSTR,C,2024-02-08,2024-02-16,520.0,30.0,0.8608,699.56,179.56,14956.0,498.5
3,MSTR,C,2024-02-08,2024-02-16,525.0,22.8,0.8426,699.56,174.56,15176.0,665.6
3,MSTR,C,2024-02-08,2024-02-16,530.0,17.4,0.8231,699.56,169.56,15216.0,874.5
3,MSTR,C,2024-02-08,2024-02-16,535.0,25.0,0.8017,699.56,164.56,13956.0,558.2
3,MSTR,C,2024-02-08,2024-02-16,540.0,19.0,0.7785,699.56,159.56,14056.0,739.8
3,MSTR,C,2024-02-08,2024-02-16,545.0,15.0,0.753,699.56,154.56,13956.0,930.4
3,MSTR,C,2024-02-08,2024-02-16,550.0,14.0,0.7255,699.56,149.56,13556.0,968.3
3,MSTR,C,2024-02-08,2024-02-16,555.0,14.1,0.6962,699.56,144.56,13046.0,925.2
3,MSTR,C,2024-02-08,2024-02-16,560.0,12.96,0.6652,699.56,139.56,12660.0,976.9
3,MSTR,C,2024-02-08,2024-02-16,565.0,10.05,0.6331,699.56,134.56,12451.0,1238.9
3,MSTR,C,2024-02-08,2024-02-16,570.0,10.0,0.6002,699.56,129.56,11956.0,1195.6
3,MSTR,C,2024-02-08,2024-02-16,575.0,8.0,0.5671,699.56,124.56,11656.0,1457.0
3,MSTR,C,2024-02-08,2024-02-16,580.0,7.1,0.5342,699.56,119.56,11246.0,1583.9
3,MSTR,C,2024-02-08,2024-02-16,585.0,6.6,0.5023,699.56,114.56,10796.0,1635.8
3,MSTR,C,2024-02-08,2024-02-16,590.0,7.19,0.4716,699.56,109.56,10237.0,1423.8
3,MSTR,C,2024-02-08,2024-02-16,595.0,5.75,0.4423,699.56,104.56,9881.0,1718.4
3,MSTR,C,2024-02-08,2024-02-16,600.0,4.4,0.4147,699.56,99.56,9516.0,2162.7
3,MSTR,C,2024-02-08,2024-02-16,605.0,4.5,0.389,699.56,94.56,9006.0,2001.3
3,MSTR,C,2024-02-08,2024-02-16,610.0,4.0,0.3651,699.56,89.56,8556.0,2139.0
3,MSTR,C,2024-02-08,2024-02-16,615.0,4.15,0.3428,699.56,84.56,8041.0,1937.6
3,MSTR,C,2024-02-08,2024-02-16,620.0,3.4,0.3225,699.56,79.56,7616.0,2240.0
3,MSTR,C,2024-02-08,2024-02-16,625.0,2.49,0.3031,699.56,74.56,7207.0,2894.4
3,MSTR,C,2024-02-08,2024-02-16,630.0,2.5,0.2855,699.56,69.56,6706.0,2682.4
3,MSTR,C,2024-02-08,2024-02-16,635.0,2.7,0.2686,699.56,64.56,6186.0,2291.1
3,MSTR,C,2024-02-08,2024-02-16,640.0,2.4,0.2535,699.56,59.56,5716.0,2381.7
3,MSTR,C,2024-02-08,2024-02-16,645.0,2.5,0.2388,699.56,54.56,5206.0,2082.4
3,MSTR,C,2024-02-08,2024-02-16,650.0,1.26,0.2253,699.56,49.56,4830.0,3833.3
3,MSTR,C,2024-02-08,2024-02-16,655.0,1.39,0.2123,699.56,44.56,4317.0,3105.8
3,MSTR,C,2024-02-08,2024-02-16,660.0,1.8,0.1998,699.56,39.56,3776.0,2097.8
3,MSTR,C,2024-02-08,2024-02-16,665.0,1.6,0.188,699.56,34.56,3296.0,2060.0
3,MSTR,C,2024-02-08,2024-02-16,670.0,1.0,0.1769,699.56,29.56,2856.0,2856.0
