t,date,hold,mex,mabs,f63,f126,true,pos252,commod,spy_up,open
XLK,2025-10-02,32,-0.3501606953157599,-0.8806172554257974,-1.3805320544114208,-3.162136098142876,True,1.0,False,True,False
XLK,2026-04-22,51,8.072704235169859,13.475644715476932,8.953820084529873,,False,0.9435533683128214,False,True,False
XLK,2026-08-28,2,-0.12005161276826826,-1.1039921507915773,,,False,0.7241281478898385,False,True,False
XLC,2020-05-11,18,-2.199780599640855,6.9762852905088435,0.11187220504789153,2.5470253388177877,False,0.761878533288561,False,False,False
XLC,2020-08-27,11,-2.5284193717550085,-5.361946748639468,-1.47445517898519,3.416139321088618,False,1.0,False,True,False
XLC,2020-11-06,1,-2.1043029660432477,-0.8477361962525354,1.1761528703618573,1.4080240228871554,False,0.8480982969154661,False,True,False
XLC,2021-02-11,30,-2.05535659153393,-0.37454923737823,-1.1657201068332679,0.11376345055833514,False,1.0,False,True,False
XLC,2023-01-11,72,6.430161427166214,9.055389134998148,10.179936539495715,16.22875856150494,True,0.2024108435176457,False,False,False
XLC,2023-03-24,22,-3.0935296125603418,-0.9178903006396344,2.709077155026196,6.584894791415752,True,0.6117938844872438,False,True,False
XLC,2023-05-22,40,-1.3423751900490055,7.031674211607752,0.9049415700715935,5.560448005999086,True,0.8835263409166331,False,True,False
XLC,2024-02-05,14,-2.8049966480982014,-0.07632946562082799,-1.513893983585679,-0.18725739077294357,True,1.0,False,True,False
XLC,2024-11-20,35,-0.5288782156774419,-1.604321026765454,3.7683837284176347,4.435551712576524,False,1.0,False,True,False
XLC,2025-02-18,36,-0.2942820267450963,-10.305824134117259,-0.08856757464007492,0.42419515936256147,False,1.0,False,True,False
XLC,2025-09-10,17,-0.9926271102275841,1.89837068855645,-3.1189710782297153,-1.4647549789330583,False,1.0,False,True,False
XLY,2008-02-01,30,-1.745250908125795,-9.826632831962945,-0.7780019879918054,-4.9173302159955075,False,0.3494262193465745,False,False,False
XLY,2008-08-11,38,-1.731533895595272,-16.827008376246212,-4.531249738722664,-2.722971298734256,False,0.49439515610061807,False,False,False
XLY,2008-12-09,32,-2.349027303416984,-7.135430119867703,-0.40207424989017193,5.310444933232916,True,0.6945744943148291,False,False,False
XLY,2009-03-27,32,2.08316499745147,10.746300858391722,1.5459154629386962,5.917522069307979,True,0.8826720935749444,False,False,False
XLY,2010-04-23,38,-0.44374707177765593,-8.382351829457601,-2.3376166785461394,0.1434838891251844,True,1.0,False,True,False
XLY,2018-06-21,22,-2.517061109674623,0.17037282607668125,-1.4204343558234633,-3.909979565541355,False,1.0,False,True,False
XLY,2020-04-20,136,12.484140295400081,29.42360276981255,7.1527016772842344,13.997061543675859,True,0.5665940684934696,False,False,False
XLY,2021-11-01,29,-3.9238201103851456,-2.5043950148339933,-7.831961202302596,-10.387887099174531,False,0.8128831689579981,False,True,False
XLY,2022-04-06,1,0.006554566027383579,0.5104470297695007,-6.019567732534437,-3.1100913528469776,False,0.3236044365539624,False,True,False
XLY,2022-07-22,49,1.4683625913481713,-7.755567086950288,-3.265323861191005,-10.633174067898633,False,0.38568016096443436,False,False,False
XLY,2023-01-26,29,-0.21262340342823594,-3.47142374615772,0.014419679303334654,6.330502444474817,False,0.23402347470972792,False,True,False
XLY,2023-06-14,29,-1.0645391918489677,2.8219262404463485,2.3902649172196977,-1.4017950492316578,False,0.5781944323131679,False,True,False
XLY,2024-09-16,20,-1.1697046096339259,2.965087790984522,15.128676863105795,1.6285923591192075,True,0.26036376943979905,False,True,False
XLY,2024-11-11,49,3.125971435070962,5.005887308084023,1.502548538926729,-0.5313603581375448,False,0.5835711469633998,False,True,False
XLY,2025-05-19,12,-3.2477689414166178,-3.550376267233757,-1.8075123530583381,-6.814149470524411,False,0.5657081185172369,False,True,False
XLY,2025-12-19,7,-2.003659233961985,-1.808245343284487,-5.86283744572722,-13.306519423233365,False,0.389116079851391,False,True,False
XLP,2007-11-08,54,3.525702954853338,-3.6289068696023885,5.536884981792145,4.621840130565735,False,1.0,False,True,False
XLP,2008-03-31,12,-2.800474369739625,0.897340360412402,-1.3710435095555584,7.972940430999453,False,1.0,False,False,False
XLP,2008-08-19,79,11.27617760339048,-17.354761111982363,14.243872934671831,14.722267257431554,False,1.0,False,False,False
XLP,2009-07-13,5,-2.578372032937004,3.004306163962789,-7.573623458174317,-12.38992497176572,False,0.6152976677408146,False,True,False
XLP,2011-05-24,24,-1.9687762866753777,-3.2551910444482357,6.3033922312148105,5.038687436410195,True,0.7426777014218946,False,True,False
XLP,2011-08-30,29,0.8188946232439265,-0.29935774863401043,2.786842267179901,-4.98393366941261,True,0.7709125878560007,False,False,False
XLP,2011-11-30,3,-0.8900616356370517,0.09403170435040575,-5.505819445146631,1.8061644035349156,True,0.8655687141595847,False,False,False
XLP,2013-04-17,13,-3.13854976552137,1.1616126294793139,-5.810033546828208,-9.45733767571264,False,0.9567996118335017,False,True,False
XLP,2014-10-13,80,-0.40722512056192706,9.877447345538926,1.1858675582278044,-2.2482676432472593,True,0.8822603478159688,False,True,False
XLP,2015-12-23,49,4.206774943587965,1.57109167538394,4.670874760473243,5.772777618516867,False,0.9971410020831115,False,False,False
XLP,2017-12-07,16,-1.3783568471491758,0.921702706328098,-8.730781768181583,-14.45789776417621,False,0.40422651296441225,False,True,False
XLP,2018-06-26,42,-1.23230704607038,4.625525641435169,-2.5606617943301657,6.937617252218963,True,0.25488301233929483,False,True,False
XLP,2018-10-22,44,3.085764209833597,-6.8747559675848,0.17213682861649815,-1.724915131514848,True,0.53769590417333,False,True,False
XLP,2019-05-24,23,-1.7893295065390724,1.7957163634888973,3.2189451486953624,-2.568738745044996,False,0.8772593982118071,False,True,False
XLP,2021-03-30,7,-3.6768361085697254,0.5691158842439537,-6.735686531610852,-7.924254505734218,False,0.19836687211159174,False,True,False
XLP,2021-12-17,60,3.6960210799440563,-1.5772160346097186,2.526965409374937,12.878228898885425,True,0.37972037904465683,False,True,False
XLP,2022-04-12,34,0.27427546682532444,-6.273904683984455,6.805884259334361,5.439798763214476,True,1.0,False,False,False
XLP,2022-11-04,5,-3.563846437904461,2.3242841248572788,-8.245295247702877,-2.0616104383081924,False,0.9810726594488456,False,False,False
XLP,2024-08-05,32,-3.9892356584209088,6.3706460040718005,-7.008694500273616,-14.404647307007057,False,0.40992671545707143,False,True,False
XLP,2025-02-24,48,4.281907281664754,-0.5313275679131424,2.2565149383483196,-8.68414476184195,True,0.38747525418245643,False,True,False
XLP,2026-01-26,37,3.7751453860799256,-0.978501104333318,-3.492957226789861,-1.020083410933359,False,0.2216502178626676,False,True,False
XLP,2026-07-06,2,1.127493553500769,0.3448286810808776,,,False,0.2964398788891808,False,True,False
XLE,2007-02-12,1,0.6152777136315679,1.458811163783924,8.30571121975272,16.39804193717278,True,0.28361275025227056,True,True,False
XLE,2007-03-23,92,9.398057482401146,10.116249857929937,10.715742473919354,19.45703718338161,True,0.42388778759209067,True,True,False
XLE,2007-05-21,52,2.270668833918732,-3.052654818831113,3.5211449973040154,10.374614917302594,True,0.71359952803923,True,True,False
XLE,2007-09-06,47,1.4670095401830507,-1.0633697727634783,3.251503797741284,14.81803154965382,True,0.9515621646368204,True,True,False
XLE,2007-11-07,3,-2.1167702652860054,-4.963078267518705,3.4923114398985766,19.455667855395088,False,1.0,True,True,False
XLE,2007-12-13,23,-1.2689054827939361,-11.279503910735933,6.5785556945638035,20.14593032815599,False,1.0,True,True,False
XLE,2008-02-20,20,-3.0368511628627637,-7.156888182877652,14.132656278318944,1.252110267292017,False,0.9998369053907397,True,False,False
XLE,2008-04-17,10,-5.848373099633242,-2.8786883848209044,0.23331225623769436,-13.492539537213643,False,1.0,True,False,False
XLE,2009-01-07,3,-1.8741935483773453,-5.977027383483014,-2.0628865006858566,-7.020274030547324,False,0.345813685616993,True,False,False
XLE,2009-05-13,2,-1.8943031081748218,-1.8605053781034497,-9.811426171908376,-4.715013655543432,False,0.3446153789502625,True,False,False
XLE,2009-10-20,17,-3.994821550857941,-4.1596209118004435,-5.181830897482643,-8.84916222401908,False,0.6214694002738931,True,True,False
XLE,2010-01-11,8,-1.6981895161766958,-6.5094940556154945,-5.291723210913391,-7.525543547292523,False,0.3613543238997686,True,True,False
XLE,2010-04-27,6,-1.8333170571355195,-3.2344070630543786,-4.175113535183628,-1.1583431406870792,False,0.3259377371019226,True,True,False
XLE,2010-10-19,121,17.449991930887677,31.161651482017394,10.780943791325083,19.458944860438887,True,0.40683602854771983,True,True,False
XLE,2010-11-19,98,9.677196244418873,20.023519586786765,10.303896660059465,5.600188763459091,False,0.9516770411667198,True,True,False
XLE,2011-02-03,47,1.2758925904893248,2.24025537936845,-2.0686016018452325,0.3186519235662377,False,1.0,True,True,False
XLE,2011-07-26,7,-3.2302983758202286,-13.033047909710715,-6.383741102995566,-7.930246220399139,False,0.9184529813989187,True,True,False
XLE,2011-10-24,34,-0.27587809970274213,-1.295874110218409,-1.2968087476056933,-10.369659130000318,False,0.49840242609262847,True,False,False
XLE,2012-07-24,45,1.5032816259854975,9.063128004067945,2.4171062812546884,2.2090843985966835,False,0.2585778653519791,True,True,False
XLE,2014-04-16,59,1.3749366026849286,7.511516123564266,2.188553582277364,-12.639008604733515,False,0.7455061723975247,True,True,False
XLE,2015-02-13,6,-2.9301006964627008,-1.9624305993179214,-2.72182815967007,-15.102447259922824,False,0.13438271527205853,True,True,False
XLE,2015-04-14,22,-1.8182705409082733,-0.5199023808727055,-8.157344599373284,-11.729062232000508,False,0.12032052717989485,True,True,False
XLE,2015-10-09,11,-6.2250694727330576,-3.408786963113608,-15.705763982563003,-9.134187490483935,False,0.24312587454043882,True,False,False
XLE,2016-03-14,13,-3.442695018253017,-0.7329436619427976,5.731047954760826,7.24463255300114,True,0.24956364748037416,True,True,False
XLE,2016-04-25,51,0.4999133454171467,1.4632473537446122,-2.7183496573071064,3.596206478054853,True,0.370340512711134,True,True,False
XLE,2016-08-31,1,-0.2965126291392006,-0.29196384803537034,7.405539914708514,-4.609067385350163,False,0.6393842197249735,True,True,False
XLE,2016-10-20,16,-2.8719879568910422,-1.6843668166597436,-1.4204113305920085,-14.41782443225409,False,0.9002993118265029,True,True,False
XLE,2016-12-05,23,-3.4780552827049394,-0.4035088486494254,-14.91996491714237,-24.240153626251594,False,1.0,True,True,False
XLE,2017-09-21,24,-2.0366893578191547,0.3290740165282191,-1.7301555958021853,-3.171733982957914,False,0.17591703811732298,True,True,False
XLE,2017-12-28,21,-1.9702442540260545,3.215107519124283,-4.698520346295087,4.111944476925133,False,0.23031178973726651,True,True,False
XLE,2018-04-11,39,2.274863709996189,7.446183227923231,2.491756637006426,1.680448430636572,False,0.3742785521219403,True,True,False
XLE,2018-10-08,7,-3.366816012229046,-5.927411297223495,-8.723321063229506,-12.355738341739485,False,0.5617669687125771,True,True,False
XLE,2019-09-17,7,-2.4696306535859636,-3.3165369520528176,-7.581981240391689,-40.09005350532489,False,0.21397223874858545,True,True,False
XLE,2020-04-29,34,-4.156576607859841,2.135849489183861,-13.164081380661708,-39.706776868695734,False,0.24856345842887292,True,False,False
XLE,2020-11-10,54,11.774079079567334,16.747397860723346,19.874449554649654,38.914032346678674,True,0.10660637973120454,True,True,False
XLE,2021-05-10,35,-2.476557904078036,0.19349819525473766,-14.225632479829775,-1.7963586135570475,False,0.7831417785296356,True,True,False
XLE,2021-09-23,40,6.618108451639193,12.608904045598045,4.115581564307025,53.66321833483114,False,0.5638964613940822,True,True,False
XLE,2022-01-07,113,41.20369686166877,22.126996420264632,34.569749669056016,32.355606960455155,True,0.8413599917761254,True,True,False
XLE,2022-08-23,23,-4.13239862216278,-15.419782555675255,15.116924238395402,7.350854795192852,True,0.7239830873898223,True,False,False
XLE,2023-01-12,1,-0.2432150150040835,0.1447282009342965,-6.171187658671384,-22.17685040628129,False,0.8172826923150861,True,True,False
XLE,2023-04-17,2,-0.0019091480549127127,0.04640424595410142,-14.036964653556383,0.2260899276612216,False,0.591959176394375,True,True,False
XLE,2023-07-25,51,6.161388291013137,-0.30326167233616363,11.239745382410716,-10.782510498556197,True,0.27479915577655273,True,True,False
XLE,2024-03-15,35,1.4018814805060398,2.723878278250913,-9.530339076595007,-14.674175455172367,False,0.226894963858717,True,True,False
XLE,2024-07-19,1,-1.6588807614120404,-0.6278954351617405,-7.464503948275725,-7.66144737775738,False,0.18183110762417845,True,True,False
XLE,2024-10-11,1,-0.8609444566129443,-0.04310957979275498,-1.6770466467015521,-6.792303505246511,False,0.17515682775393832,True,True,False
XLE,2024-11-19,8,-3.1598253019373357,-0.9016455297106263,-5.35570785885966,-11.371995933625033,False,0.3413417099235158,True,True,False
XLE,2025-01-15,4,-3.157819478135948,-0.8534275210019593,-2.1753414820227968,-12.158070602574323,False,0.3313054919889506,True,True,False
XLE,2025-03-17,16,-3.324024549018023,-15.521234377361125,-9.506714548766249,-17.03766217054481,False,0.38913418295221314,True,False,False
XLE,2025-06-23,1,-2.406603840813659,-1.3018748405977165,-8.644358875357616,-10.58616091945288,False,0.37721626098855066,True,True,False
XLE,2025-11-17,6,-3.319581143394512,-1.9149874041822001,20.072518035100217,22.401621703152273,True,0.25382000385542813,True,True,False
XLE,2026-01-20,57,19.228947097111515,20.76289876474322,13.946071231704394,15.19314370109177,False,0.29830087750588435,True,True,False
XLE,2026-05-19,1,-3.455971980257988,-2.4310725220016427,-0.6006931575466501,,False,0.5333924944797303,True,True,False
XLE,2026-07-20,12,-4.820021178296441,-1.0873270078531783,,,True,0.4197369519937718,True,True,False
XLF,2008-02-01,6,-6.470040970477509,-10.646879814865429,-7.76911514214409,-17.171126636063526,False,0.32175036803239443,False,False,False
XLF,2008-04-08,1,-0.9544572772498428,-1.6780823436614023,-14.470358875692725,-8.221296860633387,False,0.17247353500151744,False,False,False
XLF,2008-07-24,1,-0.3579896212312472,-0.38187762090406974,-2.0848108921536657,-23.17186167227615,False,0.3570278590044524,False,False,False
XLF,2009-03-19,1,-2.9324004807186776,-5.061788198936934,21.016067760629852,40.81904095969933,True,0.26280377815996847,False,False,False
XLF,2009-08-05,40,-1.3032101069029967,1.7348535462359926,-3.4829614930086183,-8.546548454624336,False,0.5121777693618563,False,True,False
XLF,2010-03-12,31,-0.10141867967414786,2.9367977539456858,-1.8003657343498292,-3.5010162507460474,False,0.7638269554512658,False,True,False
XLF,2011-10-28,2,-3.3375460805710633,-8.469771421704541,-2.050620745377474,1.4112179585832996,False,0.268162627536249,False,True,False
XLF,2012-01-23,70,2.2832205564975228,9.36851756964483,2.220059505779348,-2.3292316369549315,True,0.23370918940429913,False,True,False
XLF,2012-03-27,25,-1.672084888450187,-2.274163462709955,-4.41138824157642,-3.719732515366736,True,0.4938359466910631,False,True,False
XLF,2013-01-07,34,-0.7757388473165872,1.9988406755887533,-0.15215071991219187,5.048559659425611,False,1.0,False,True,False
XLF,2016-11-10,44,1.767226759908258,6.683103586419614,3.857129621373212,-1.1671473200168148,True,1.0,False,True,False
XLF,2017-06-30,35,-0.9413669328183216,-0.48642345768272754,0.8452963702325844,2.6541547590767545,False,0.819495232509799,False,True,False
XLF,2017-10-06,22,-1.5765860328247783,0.11383403417528637,-0.07008226057894085,0.920435283473453,False,0.84026473308762,False,True,False
XLF,2020-06-05,4,-5.986897326082374,-11.852131121517584,-12.367724871857288,-5.3862462096835095,False,0.33502463954780337,False,True,False
XLF,2020-11-11,49,3.7567107581649273,11.988011068673533,6.639085452182147,23.78536630923238,True,0.21753993464363341,False,True,False
XLF,2021-01-13,7,-5.042645232490395,-3.831412159041203,2.8673665042979968,2.6836803772053885,True,0.5199103054735678,False,True,False
XLF,2021-02-23,36,-0.3929685855632359,7.279827551448936,6.718516243183381,0.2587954336013665,False,0.6523673690912775,False,True,False
XLF,2021-05-10,24,-3.2878684191286367,-1.5364377184058697,-5.179407291197724,-5.9376786691245576,False,0.9906776593804096,False,True,False
XLF,2021-10-06,21,-3.7333818841041255,3.6269361662582877,-3.692979730421597,-5.224390169054938,False,0.8817501573267833,False,True,False
XLF,2022-01-10,34,-1.9459035748380815,-9.578384613143287,-2.503957498237641,-4.894282097253255,False,0.7880493862680163,False,True,False
XLF,2022-11-04,23,-3.1911560188213617,2.093787643154066,-1.0302439214029846,-13.902412252667995,False,0.8972634717785808,False,False,False
XLF,2024-07-18,47,0.7763549237287837,4.466224663638196,4.390348733398253,8.124167067877819,True,0.5718713479813063,False,True,False
XLF,2024-11-07,23,0.16429154137231894,2.1538567376657047,4.203321828342532,6.45197297857798,True,1.0,False,True,False
XLF,2025-01-28,50,1.3386782569770772,-7.635326820993726,3.2090780335526037,-2.1643920669585537,False,1.0,False,True,False
XLF,2025-12-18,16,-3.0813197155765137,-0.22086776294895083,-6.314906495494677,-9.346997104118026,False,0.41155315655015917,False,True,False
XLF,2026-06-24,52,2.201790307413809,6.66418081721436,,,False,0.34650993136360725,False,True,False
XLV,2007-11-29,18,-3.0800656937099546,-0.9305397595908094,-0.8254053586006505,-7.596297895019055,False,0.8926209552776221,False,False,False
XLV,2008-01-09,12,-4.584906610032668,-8.239543489760138,-9.237336219668235,-3.0689053710332925,False,1.0,False,False,False
XLV,2008-07-10,50,1.2389928458768962,0.8706265560011195,9.170841183294288,11.344593390279222,True,0.6814921977463197,False,False,False
XLV,2008-12-26,6,-4.647619265530634,2.5919219912610147,2.8422193084314595,-3.936486929236094,True,0.836217407575082,False,False,False
XLV,2009-07-07,9,-5.1659774892091725,2.8626564316108327,-8.610947068867493,-8.062350128480066,False,0.4705033931166551,False,True,False
XLV,2009-11-25,26,-1.3703665459290582,1.1989951748113459,1.4935619442375092,-5.475793119900285,False,0.17557023342436281,False,True,False
XLV,2011-05-06,40,1.305419190228685,1.5091428544428132,0.12278515577461846,0.3082067316490411,True,0.6635110819418821,False,True,False
XLV,2012-10-16,42,-0.31871593089188854,-0.43550422100442354,-0.032005074906149567,8.456629952371241,True,0.9983550397250547,False,True,False
XLV,2013-04-16,14,-3.572148963625932,-0.7959685449531073,-2.5352248778027553,-0.6795124255952523,True,1.0,False,True,False
XLV,2015-01-27,6,-2.8403880986676677,-2.189329264740336,-0.7944671933336034,3.9845703071248018,False,0.9550531953086144,False,True,False
XLV,2017-02-28,30,-0.5710722643300747,-0.7348555518708277,-1.1515274455877522,2.2644550889167947,False,0.3107790609832629,False,True,False
XLV,2017-06-23,23,-2.804886148617225,-1.130880156469516,-1.3519060071152333,-7.0049209281673575,False,0.605014919760619,False,True,False
XLV,2018-12-03,23,-0.9131004524023822,-8.442832316469007,-4.7127867058219035,-7.831716649643972,False,1.0,False,True,False
XLV,2020-04-23,11,-4.332440706059959,0.4547173374680247,-8.390562874586593,-16.029144317233325,False,0.9579833843388333,False,False,False
XLV,2021-12-21,9,-2.7864463414932317,0.3427435027620662,1.913114649756198,11.108801416250301,True,0.6250794087570529,False,True,False
XLV,2022-03-18,52,2.2925155633720107,-3.810690741877698,5.130302019386789,5.06812971831625,True,0.9075699407357881,False,False,False
XLV,2022-07-05,11,-3.8113503256855585,-0.45758524820636026,-0.12740799411355974,5.34727014691847,False,1.0,False,False,False
XLV,2022-12-16,14,-2.3637229516008773,-1.1661502237459986,-9.475729988055681,-16.098951476994827,False,1.0,False,False,False
XLV,2023-08-14,12,-1.573098694928532,-0.925936734357713,-5.501516668445905,-5.211233144218963,False,0.2282967010928838,False,True,False
XLV,2024-08-02,33,-3.791690659671776,3.354110179594083,-9.315714526392515,-15.378787966443696,False,0.4070939957151443,False,True,False
XLV,2025-01-28,13,-2.0307561882974445,-1.1738948277446815,3.4547587338937036,-13.201591947394832,False,0.27040759268345016,False,True,False
XLV,2025-10-22,4,-3.2335203902910004,-0.34942310933944176,4.838007404660805,-7.909054159868701,False,0.19798688178186027,False,True,False
XLV,2026-03-02,3,-2.1756083481594857,-2.9142682188359026,-17.174759187252718,-3.852362104993845,False,0.47708893948106734,False,True,False
XLV,2026-06-10,3,-4.026609935559566,0.026160124830632014,4.1232971907050775,,False,0.40569203652732677,False,True,False
XLI,2009-04-03,37,2.6142747201836514,10.518396422573083,1.0906524090835257,6.207324981132301,True,0.2459330173108517,False,False,False
XLI,2009-08-07,42,-0.9116174867456639,4.131845866736383,0.5271800890268352,2.6542167796006266,True,0.4200233428597354,False,True,False
XLI,2014-11-11,22,-1.0519873331954588,-2.6633564980012014,-1.2711972869404509,-2.4425416086459872,False,0.6119635619444467,False,True,False
XLI,2016-02-24,29,-0.40660244262447076,6.987115271684696,-0.24723924447866974,0.8613945047801774,False,0.7176946433744564,False,False,False
XLI,2016-11-11,35,-1.5515520016384787,3.760106484706327,-0.8231210223101693,-1.9130665467385954,False,1.0,False,True,False
XLI,2019-02-15,16,-2.6271489630091738,-1.862843157791505,-4.087192939733741,-5.947529557376818,False,0.5599814064147757,False,True,False
XLI,2020-06-04,14,-5.2948583641248215,-7.2000078553801306,-4.140074849018238,4.110368398975295,True,0.36709395233035846,False,True,False
XLI,2020-08-10,15,-3.0163540781618536,1.078179272565083,1.308916265016391,0.5693007590101606,True,0.2955282240254587,False,True,False
XLI,2020-11-24,21,-3.4587706150951636,-1.4343969651569477,-3.676347237227273,1.7947845841519428,False,0.7118229363664252,False,True,False
XLI,2021-02-26,71,3.701983780787388,14.92054317026341,5.774697054220601,-2.377997316826952,False,0.7547374785830354,False,True,False
XLI,2022-10-28,55,3.3125279291267518,3.673621327056664,3.186835627769846,-0.41661261143512984,False,1.0,False,False,False
XLI,2024-08-01,60,1.285018133041338,8.247345524931493,1.0978484603153538,-0.7323077217824547,True,0.5564659064212839,False,True,False
XLI,2026-01-20,48,2.5140428067038423,-3.9625474305786668,0.9368448879735425,-0.9465284421484199,False,0.9248143671498675,False,True,False
XLI,2026-06-22,32,-1.6187934332145382,1.6281580887737457,,,False,0.5022264355092644,False,True,False
XLB,2007-02-14,43,1.507098173314092,3.0483233123699494,2.0521732073580656,0.7281803856041269,True,0.9161061116840435,False,True,False
XLB,2007-09-19,42,1.0953922828230822,-3.3897233530768345,2.840217913570542,5.856626062632486,False,0.8265087970797784,False,True,False
XLB,2008-02-13,24,-0.4253301865801862,-4.861767285037422,7.269349334093045,3.4618326835941127,False,1.0,False,False,False
XLB,2008-04-21,3,-3.599545998648268,-3.7655597011638675,0.12308492716522901,-9.331123271941843,False,0.9467350729209149,False,False,False
XLB,2008-06-03,20,-0.38128628407689824,-6.947898666037766,-5.118116484517343,-11.68058499926885,False,0.90842301352509,False,False,False
XLB,2009-03-20,60,5.123375408869468,24.586288385327126,3.2559625847652818,12.21079808680685,True,0.31427892843161914,False,False,False
XLB,2009-08-03,37,-2.3346325738789364,2.713330929462243,-5.8799241769647566,-5.723716291020731,False,0.7106150150534282,False,True,False
XLB,2009-12-02,7,-2.8935641705458037,-3.0194310528294133,-3.538359166849503,-9.236027352000676,False,0.9227349270407885,False,True,False
XLB,2010-07-30,43,0.4351002557917871,4.489676348367633,2.088469713933372,4.446009015471608,False,0.49689688522675823,False,False,False
XLB,2011-04-06,5,-2.2731963413380574,-3.919130616446498,-1.288917644542531,-9.676033693699571,False,1.0,False,True,False
XLB,2011-10-28,1,-1.8684175492405308,-4.278990658405702,1.2628303639293348,-7.009736311513581,False,0.38823899571590437,False,True,False
XLB,2012-01-17,20,-3.5037147355204024,1.0192554423002376,-6.431989250820691,-8.988830809336735,False,0.44135604586240496,False,True,False
XLB,2013-01-08,19,-2.0452743945422736,1.7335199357481068,-7.7880273015084045,-11.117210561505363,False,0.4489720796482968,False,True,False
XLB,2016-02-18,90,3.7852372002961987,8.773959626113804,4.221246491706121,4.038718162752453,False,0.3292864610041156,False,False,False
XLB,2019-06-11,19,-2.6320147041369646,0.7377952382342956,-3.2559087747948023,-4.379494604317946,False,0.34678520540562374,False,True,False
XLB,2020-04-29,5,-3.022359184557999,-6.078179012923258,4.260009671931231,4.104238508984093,True,0.38831921643193595,False,False,False
XLB,2020-06-05,13,-3.933960273523196,-8.29042051902813,-0.40365608261028196,3.008396814842773,True,0.5579253554855186,False,True,False
XLB,2020-07-20,10,-2.384341915076471,-1.0060739965666365,2.3058886791877287,8.184888235915189,True,0.71411726387892,False,True,False
XLB,2020-09-15,12,-4.443465583204487,-4.9669846326637845,-1.5986128681066303,2.2513015432362504,True,0.9757188298872129,False,True,False
XLB,2020-11-11,15,-1.279731127032413,1.5295786155195445,-2.7454889952673867,10.34740442946318,False,0.9904832621077141,False,True,False
XLB,2021-01-07,9,-4.13937508197516,-2.7835584623088105,-4.336371659249161,-6.775156387616343,False,1.0,False,True,False
XLB,2021-03-09,21,-2.076739309848641,3.783223639881217,4.348878949313861,-5.977768156014607,False,0.8629511556311634,False,True,False
XLB,2021-05-07,23,-2.708739040223407,-2.3557736051796563,-8.997806347211657,-11.292979326532482,False,1.0,False,True,False
XLB,2022-04-18,41,0.7644471831378064,-12.65427320407394,-5.899147750285572,-5.079325778618937,False,0.7010169169075692,False,False,False
XLB,2022-11-07,59,2.2752949452114812,12.472373205135924,1.2345616381297608,-4.871693557451429,False,0.5937826508709678,False,False,False
XLB,2024-03-07,32,0.05775576055870868,-1.4163664908510953,-2.892382667726512,-4.769043695882402,False,0.24442017713908226,False,True,False
